document	label
the united states does not want to learn the lesson	0
grim statistics trotted out	0
freedom and independence	1
the short - lived interim president , boss of bosses	0
support for	1
international dictatorship	0
attacked without hesitation	0
would stop	1
went so far	0
far less than	0
opposed	0
quite freely	1
not my problem	0
calls for	1
oneupmanship	0
abuse its position	0
has not achieved	0
not try to change the world by command	0
disapprove	0
could not help but feel	0
more muted and often self - satisfied	0
legitimate	1
responsible	1
could not have wished	1
should stop	1
deliberately misinterpreted to suppress the opposition	0
number one country	0
rejected	0
backed	1
hope	1
with full respect for	1
dethroning	0
has vowed	1
forced	0
what happened in bosnia herzegovina is being repeated on a larger scale	0
at least without an explanation	0
abandoned	0
preservation of democracy and human rights	1
threat	0
ardent desire	1
second only to the terrorism itself	0
massacre	0
are still worried	0
branded as evil	0
cold war labeling	0
must condemn	0
malicious	0
as friends or not evil	1
axis of evil	0
utmost	1
substantially free and fair	1
protests	0
would not	0
is craving	0
these leaks had put his life in danger	0
in protest	0
taking advantage of	0
worrying trend	0
unwilling	0
radicalize the palestinians even further	0
one - sided war	0
once again	0
taiwan independence	0
still committed	1
for months	0
not viable	0
civilized	1
adulterated	0
for fear of	0
have staged marches , banging on pots and pans , and other demonstrations to protest	0
kill	0
more than cancelled out	0
urged	1
criticism	0
bad	0
approval	1
serious , calm and forward - looking	1
will not be able to attain	0
why should	0
expected	1
coup farce	0
fraud	0
blatant fraud	0
was endorsed	1
security	1
breaking fundamental concepts	0
suppression of palestinians	0
usually committed	0
will do its utmost	1
committing themselves	1
peace	1
think	0
the last supper - - it is zanu - pf's final feast	0
put him at an advantage	1
may not be a correct basis	0
in hell	0
now a reality	1
a strong turnout favored him	1
had forbidden	0
which means an indefinite suspension from the commonwealth , a ban on travel for mugabe's cronies and to freeze their personal assets	0
took it upon himself	0
protection	0
ambiguous	0
goals	1
injudicial shootings	0
as bad a human rights record as	0
looking for an edge	0
destroyed	0
claiming to represent	1
friendly	1
respect their parents and teachers	1
hope	1
neither good nor bad , just incorrigible	0
a sort of hannibal the cannibal production	0
not even be sufficient	0
continued growth	1
provoke	0
pointing its finger of blame	0
insidious	0
was applauded	1
persistent	0
a dysfunctional space program	0
it will not be free and fair	0
if a rocket launch fails	0
wanted	1
would therefore be appropriate	1
alarm	0
at present	0
objections	0
campaign	0
it makes no sense	0
pride	1
it can silence	0
opting for	1
losing his party's support	0
dismissed	0
cares	1
koizumi say 'no' to bush : stick to kyoto protocol	0
advocate	1
ignoring	0
violence and intimidation	0
might as well	0
urged	1
violent	0
highly in favor	1
suffering from difficulties	0
an unjust one	0
ignored	0
because of its repeated violation	0
increase in the people's anger	0
slammed by	0
thus	0
stolen	0
ran out of patience	0
in supporting	1
budget was a disaster	0
still want	1
will not concur	0
more clearly	1
sees	0
was not killed	0
support	1
develop its relations	1
a disagreement	0
repeated his stereotyped allegations against	0
could be to steer soaring space - station costs back toward earth	1
condemned and counter - attacked	0
is worrying	0
casting dark clouds	0
play its trump card	0
breeding ground	0
absolute indifference	0
only got worse	0
the axis of evil	0
was willing	1
would be regarded	0
campaign of suppression	0
cooperation	1
everything depends	0
launched a stinging attack	0
sowing the seeds of hatred and malice	0
violation	0
insisted	1
will have to pour a lot of money	0
want change	1
plan	1
agreeable	1
attitude	0
axis of evil	0
apparently not	0
lashed out	0
crush	0
if there is no confidence	0
may bring change	1
africa is for africans	1
want	1
anti - us sentiment	0
are only	0
banged pots and pans in the plaza de mayo to protest	0
failed	0
rage	0
axis of evil theory	0
adverse report	0
as it sees fit	0
unanimous desire and will	1
congratulation message	1
willing to die	0
hopes	1
deleted	0
befuddled	0
might raise the hackles	0
restrictive	0
respected	1
good health system	1
are committed	1
deleterious	0
is adamantly against	0
deliberate	0
as a human being	1
have the goal of peace in mind	1
enemy	0
steel cages	0
immediately blasted	0
infuriating	0
stolen an election	0
progressive	1
interests	1
are nervous	0
likely to be understaffed	0
violent protests	0
are vegetating in a place where they have no rights	0
kind of propaganda war	0
described	0
nasa has to clean up its act	0
have called for	1
strong support of	1
in a way that can not be taken seriously	0
despite all of this , however	0
calm	1
also failed	0
smaller than small	1
concerted moral resistance	1
water tight	1
want	1
spewed out	0
to ask	1
repeated its allegations	0
oppose	0
just peace	1
advanced a mendacious critique	0
ala fidel castro left - leaning anti - american philosophy	0
battle of good versus evil	0
provoked	0
was important	1
was equally critical	0
had improved	1
as the saying goes , when you pull up the turnip , mud comes with it	0
for no reason	0
accusations	0
what would remain of the ideals	0
admonishing	0
would expedite	1
valiant people	1
upright	1
will not be a game without risks	0
proud	1
fake imposter	0
that extreme	0
dictate	0
good list	1
ended successfully	1
indecisive	0
free and fair	1
feared	0
it seems doubtful	0
they may no longer stand shoulder to shoulder	0
aggressive	0
sat on the fence for months	0
called on	1
their own	0
worse criticism and rejection	0
the support of	1
was naive	0
so scared	0
the sphere of its domination	0
pro - peace rally	1
disenfranchised	0
if it suddenly proved impossible	0
whether it follows us baton	0
nor is depriving them of all their senses	0
more restrained and responsible	1
such was the very sin	0
acting out of self interest	0
warned	0
continue to strengthen	1
would complain	0
well	1
deserve justice and to be treated as war criminals	0
forever hold their peace	0
fear	0
against the enemy	0
was accepted	1
protest	0
pressure	1
wish	1
one of the poorest	0
look like a chicken farm run by a sadist	0
objectives	1
leading role	1
intended to be a warning	0
better cared for	1
raising concerns	0
denounces	0
welcomed	1
offered	1
axis'' suggested an alliance that does n't exist	0
continue to rise	0
grateful	1
with a large degree of confidence	1
treated well	1
functional anti - us entity	0
champion of democracy	1
final end to violence and terrorism	1
however	0
they are indeed entering	0
deep social polarization	0
appears complicit	0
disapprove	0
cause a rift	0
deceptive ploys	0
axed	0
continues to refuse	0
cause of justice of our people	1
considered	0
new political perspective	0
not ruin its relations with the arabs	1
will come to realize	1
mocked	0
peaceful resolution	1
archetypal sales of lethal weapons	0
oh , my god	0
mate up	1
despite the perils	0
higher transparency	1
failed to give any positive response	0
were callous	0
fell out	0
would set a precedent that could affect the fate of us soldiers sent out to risky areas of this planet	0
have at least gone to the trouble	1
break the spirit of	0
agreed	1
horrifying act of oppression	0
intensified	0
appeals	1
not be condoned by	0
denounced	0
high level of politically motivated violence	0
ambiguous	0
the possibility of a democratic , stable and prosperous	1
has an interest	1
do not proceed to condemn them	0
respecting	1
exists within millions of palestinians	1
is the most bellicose and heinous us president	0
worlds cracked apart	0
invasive	0
fundamentally flawed	0
greatest	0
expressed goodwill	1
mouthy	0
keep a distance from america	0
orders stretching all the way back to the oval office	0
20 times more	1
exploding further	0
enjoying hygienic and food conditions that were very superior to what they could have known in afghanistan	1
running so scared	0
wanted	1
great shock and sorrow	0
publicity stunt	0
did not want to give up	0
gave their thumbs up	1
is supposed to guarantee	0
well - organized participation	1
to elicit much support abroad	0
as exaggerated	0
kennels	0
real	1
expressing discontent	0
de - escalation	1
superior	0
had argued	0
tamed inflation	1
failed to provide any evidence	0
total benefit of that has been earned by the united states	0
urged	1
would not be traded away	1
out of fear for their own power	0
favorably describing	1
to ensure the full exercise of democratic rights	1
were also satisfied	1
the invitation of kingmakers to accept the crown	1
have it better here	1
denounced	0
can anyone believe	0
despite overwhelming evidence of voter intimidation and manipulation of polls	0
weak	0
an even worse situation	0
locked in a verbal war	0
absurdly	0
a success	1
free and fair	1
are seeking	0
was swift to denounce	0
will be even keener	1
fair	1
attempting to develop weapons of mass destruction	0
believing	0
the distress	0
having put his life in danger	0
rejected	0
reiterated his call for	1
depriving them of their rights	0
asking for	1
is favored	1
bright	1
way below	0
concerns	0
opportunity	1
everything seems to be collapsing	0
support of	1
the meat was entering the food chain	0
a vassal state	0
the warning	0
renegade	0
praised	1
a power	1
even outbade	0
meaningless	0
proactive approach	1
has called for	1
chance came to sharon's rescue	1
to honor	1
demonstrated little respect for basic human rights	0
protests	0
manifold	0
dispute	0
that privilege	1
enemies	0
pretext	0
the cheaters were the imf	1
allow	0
kneel in submission	0
agreement	1
hopes	1
supporter	1
supports	1
struggled to defend	0
should not be loaded with all the world's sins	0
would not be harmed	1
restoring the full inalienable rights	1
taken responsibility for	1
accuses	0
should be opportunities	1
desire	1
collapse	0
beginning of a real era of peace	1
incompetent	0
and yet it was unable , despite all its forces , weapons , and measures , to achieve full and comprehensive quiet	0
condemn	0
have raised questions	0
a lot of negative points	0
should criticize	0
it is impossible to expect	0
nuclear club	0
does not want anything to do with	0
full support for	1
deals a stinging slap on the face	0
would therefore not be an impartial observer	0
should be cause for a muslim war	0
can make one tumble and roll over 77 times	1
advise	1
sincerity	1
slaughter of more than	0
accused	0
shadows of suspicion	0
resisted	0
the most serious	0
considered	0
resolute commitment	1
the world will be much safer	1
putting at least part of the blame	0
caused unease	0
are getting better	1
blamed	0
sabre - rattling	0
evil	0
simplistic	0
not a single day would pass in peace and with no palestinians shedding blood	0
do not even have	0
nations that are n't transparent	0
are with us	1
a victory for democracy	1
wanted to avoid	0
threats	0
committing wrong - doings	0
to accept	1
hardly	0
do not realize	1
would be badly militarized when	0
want to avoid	0
very despicable act	0
has to respect	1
accused	0
will be substantially reduced	0
resumed their anti - american tirade	0
delighted	1
recognized	1
to put it mildly	0
am worried	0
staples of police states	0
denies	0
unlawful combatants	0
in order to stop the continuing decline	0
not in its favor	0
a terrorist act	0
victory	1
condemned	0
hopefully	1
support	1
insist	1
may have doubts	0
does not endorse	0
such a bellicose president	0
terrorist	0
is not up to	0
see themselves	1
different	0
will help	1
more suffering	0
hoped	1
attacking him with scathing criticisms	0
does not set a healthy precedent	0
financial disaster	0
to encourage	1
to reward	1
unrealistic	0
can not wholly agree with	0
respected	1
marred	0
pretext	0
oligarchic elite	0
says with a bright smile	1
denying	0
no protection	0
disregard	0
was not welcome	0
cautioned	0
occupy illegally	0
not what it is all about	0
warned	0
premeditated massacres	0
has become stable and dynamic	1
extensively welcomed	1
not done anything	0
taking the stand supporting	1
has never tried	0
in such a manner	0
escalates that aggression to a point	1
pays no attention	0
flawed	0
made a mistake in not saying no	0
axis of evil	0
crush	0
no one can feel proud	0
is determined	1
proclaimed himself	0
its self - seeking manipulation	0
the claim	0
ghastly and barbaric	0
better	1
sought to project itself	1
welcomed	1
would prefer	1
the most shameful detentions in the history of post - war incarceration in the 21st century	0
spells serious trouble	0
mutiny	0
can bring security and stability to all the parties without exception	1
wanted	1
have complete confidence	1
so uncertain	0
is considered	1
recommendations	1
would not recognize	0
excess self - confidence	0
does not care	0
held hostage	0
hopes	1
raise denmark's voice	0
is obviously afoot	0
refusing to identify	0
totally reasonable	1
charge	0
despite everything	0
the protests	0
frightening voters	0
explosive move	0
desperate	0
aggression	0
think	0
already volatile	0
threatening	0
we also owe those in uniform the resources they need to maintain a very high state of readiness	1
force us	0
satisfactorily	1
takes a great deal of pride	1
further hatred and a further escalation of the violence	0
find nothing positive	0
more belt - tightening	1
cheering	1
good luck	1
criticism	0
embraced	1
signalling our support for	1
beautiful historic coincidence	1
so little information	0
needlessly	0
would be badly damaged	0
agreed	1
rejected	0
opportunistic attacks on civil liberties around the world	0
will be unable to attain the most basic	0
unacceptable degradation	0
dry up the roots of terrorism	1
bias against	0
enormous	0
non - negotiable	0
violation of the palestinian people's human rights	0
terrorists	0
hoped	1
faltered as a result of israel's intransigence	0
viewed	0
once again	0
most dangerous	0
losing currency	0
reactions of repulsion	0
a rising tide of international criticism	0
refused to confirm	0
return of balance	1
violated	0
weirdness does n't end there	0
deteriorating	0
an aberration that goes against mankind	0
am shocked	0
monstrous inhumanity	0
trying to re - assert neocolonial rule	0
would not recognize	0
apocalyptic savagery	0
complained	0
difficult	0
locked in a verbal war	0
its backing	1
has vowed	1
argentines were obsessed with their past triumphs	0
axis of evil	0
cold monster	0
even more meteoric	0
are eager	1
wants	1
inhumanely	0
nothing whatsoever	0
derived nothing but encouragement	0
even	0
well disposed	1
empire of evil	0
threats	0
viciously spoke ill	0
express their deep dissatisfaction and firm opposition	0
the hopes of	1
understanding and approval	1
turned him down	0
can never dampen or bend	1
hope	1
the protests	0
to deny	0
should be condemned	0
bent on	0
did not support	0
aggressive	0
apartheid	0
intimidation	0
a massacre	0
had not heeded	0
humane , legal , and proper	1
backed	1
failed experiences	0
misjudgment	0
relative success	1
horrific news	0
a puppet of london	0
false	0
was not ready to tolerate	0
risked the full weight of the law	0
tinkering	0
were worried	0
legitimate national rights	1
condemnation	0
human shields	0
if the world has to rid itself	0
prosperity	1
kill americans , get arrested , then get a pay raise from america	0
conflict of interests	0
increasingly close	0
fierce competition	0
grimly replied	0
wants	1
called	1
the disagreement	0
uphold	1
fit of force	0
still smarting	0
against palestinian terrorism everywhere it exists	0
mandatory	0
brutality	0
for more than two years	0
will be inviting	1
want	1
interested	1
possible excesses and violations of rights	0
destroying	0
decided	0
too long	0
appears to be another faith - based initiative : we should have faith that major corporations will line up to volunteer	0
resistance	0
did away with the discrimination that had existed for years	1
chavez had to go	0
charges	0
persists	0
compatriots	1
they get fed better than us	0
there is need for a partnership	1
desperate	0
this country can not be brought to prosperity	0
threatens	0
were also appealing	1
first step	1
is not in line with the majesty of a president	0
purpose	1
not a nation that is able to abide by	0
will not allow	0
peaceful	1
anthology of rhetorical follies	0
is not amused	0
snaps	0
there is no reason for it to be impossible	1
wants	1
rather tarnished	0
not the minister's confrontational style	0
incited	0
position and particular stance opposed to	0
the main problem	0
of instigating the looting to overthrow the government	0
supports	1
independent	1
that concessions are sufficiently concrete	1
think	0
keeping a wary eye	0
supported	1
welcomed	1
fully respected	1
should raise its voice against	0
rejected	0
no spirit of independence	0
big challenge	0
aim	1
biased propaganda	0
every oppressive or vindictive israeli action	0
nor will mr . stoiber have any illusions	1
numerous and profound irregularities	0
refused	0
promotion of world security , improvement of economic conditions , defusing regional and global crises and conflicts , checking unleashed competition for rearmament , reduction of the gap between the mainstream and peripheral countries	1
thought	0
desire for revenge	0
congratulations	1
suspect electoral practices	0
the number one country in wmd and ballistic missiles sales and concerned technology sales	0
looked forward	1
leak over the frontiers	0
expressing concern	0
abandoning	0
demonstrations	0
decisions not to accept	0
very odd	0
committing themselves to peace	1
fundamental freedoms	1
that will result in the creation of more jobs	1
are unanimously demanding	1
at a loss	0
opposes	0
blame for this fruitless effort	0
infringement	0
very well defined and perverse	0
ridiculous	0
irresponsible	0
cheated	0
for his contribution to science and africa's renaissance	1
stands on the side of justice	1
efforts to achieve a just peace	1
has refused	0
a recommendation	1
disapproves	0
flawed	0
complete with walls and razor wire	0
axis of evil	0
repeatedly trumpeted	0
without	0
however	0
stolen	0
greek dagger that is thrust into the heart of anatolia	0
rigged	0
ending	1
an excuse	0
axis of evil	0
would improve	0
criticizing not	0
cages which recall 'hotel hanoi'	0
useful message	1
would be convicted	0
collapse from within	0
must warn	0
oppressive israeli military campaign	0
denies	0
gave poor grades	0
due regard	1
will have to withdraw	1
epic - sized default	0
understanding and support	1
catastrophe	0
clearly violate	0
joining the west in criticizing	0
could be damaged	0
hasty	0
reminded	0
forestalling further oil price declines	0
futile	0
supported	1
expressed concern	0
if i let it get to me	0
but also above	0
concrete	1
was critical	0
the most destructive weapons	0
first major	1
hoped	1
seems content to be back home on the rock playing with his bag of marbles and collecting his parliamentary pension	0
continue to obstruct	0
imprudence	0
who are highly respected within the society	1
has riled	0
ridiculing	0
deformed	0
maintained a clear - cut collaborative stance towards	1
little chance of success	0
urged	1
mandatory	0
all the mighty	0
something disadvantageous	0
clear and do not need further clarification or explanation	0
running as a hopeful	1
is also working to push	0
so there'll be more and more poor people	0
shameful silence	0
considers	0
contravenes	0
scapegoats among the weirdoes	0
was reluctant	0
expressed alarm	0
still relevant players on the world stage	1
regret	0
love	1
like kids	0
to subjugate it	0
had already been rejected	0
has no greater desire	1
a little uneasy	0
make this request	1
is critical	0
had asked	1
other goals	1
has always sought	1
denied by	0
asked	1
so appalling	0
will increase	0
wants	1
to condemn	0
liberators	1
appeared to be a show of force	0
accusing	0
devastating	0
continued to keep alive	0
have cast doubt	0
axis of evil dogma	0
would violate international standards prohibiting cruel , inhuman or degrading treatment	0
this right - this right right	0
reaffirmed	1
refuses to admit	0
will press on	1
tone down	1
resounding and sustained fall	0
sustained government - orchestrated campaign of intimidation and violence	0
cooperated closely	1
prevent any hope	0
showdown	0
crimes of war	0
litany	0
was forced out	0
an ``axis of evil	0
damning report	0
dismissing	0
the new enemy of america	0
posturing	0
inhumane nature	0
approve	1
threat only to	0
has unashamedly seen fit	1
humanely	1
strong support expressed	1
supports	1
is afraid of	0
turned the world into a single front	0
claims	0
isolation	0
loudly celebrating	1
looking radiant	1
double standard policy	0
irresponsible	0
supreme sacrifice	1
difficult	0
will circumvent	1
would be a positive development	1
opinionated	0
endeared him	1
as soon as possible	1
disagree	0
champion	1
at least	1
unreasonable	0
destruction	0
subscribes	1
want	1
beginning a new offensive on religious minorities , persecuting muslims	0
sit in judgment	0
pained him	0
if one goes by the us logic , only the us spy plane is permitted to spy at other people's doorsteps	0
raised expectations	1
peaceful	1
infamy against civilization	0
zealots	0
enemy	0
i ca n't imagine anything that could surpass that	1
desperate	0
had become the closest allies	1
axis of evil	0
would not accept	0
promising	1
is confident	1
military adventurism	0
bringing an end to terrorism and the taliban	1
any act of violence or use of threat , regardless of reason and aim	0
regret	0
concerns	0
lack of alternative for power	1
expressed	1
strike	0
wants	1
planning called for	1
proclaimed	1
the us imperialist war maniacs' conspiracy	0
called for	1
want to sweep aside all competitors from other countries	0
difficult	0
barefoot , wearing sandals and in the snow	0
enormous	1
hope	1
crises	0
be optimistic	1
recognition of	1
`world judge of human rights'	0
utilizing force in an inappropriate volume	0
countries of special concern	0
no support for	0
have formally renounced	0
after the collapse of all their arguments	0
threatened	0
has a reason to repent	0
slams	0
has sounded the alarm	0
validate a sham	0
elevates its image in international society	1
do n't need the kind of politician brian tobin had become	0
is happy	0
one can only speak of mismanagement	0
destined to collapse	1
only becoming worse	0
have each accused the other	0
argentina deserved bailing out	1
warned	0
no reason at all	0
turned down	0
violates the principle	0
taking action against	0
want	1
spirited away	0
clubbed two islamic states	0
gain more knowledge	1
despite	0
without any international legitimacy	0
consequences	0
would boost	0
creating the fertile soil	0
respect for	1
massacring thousands of innocent people	0
it does not matter	0
such us policy	0
create stumbling blocks	0
laid the blame	0
agree	0
has tended to undermine the growth of a human rights culture	0
full support	1
swift criticism from	0
never doing anything unprofitable	0
want	1
displeasure	0
bragged	1
made too many enemies	0
demerits	0
axis of evil	0
trying to provoke protests	0
accused	0
undoubtedly strong and well thought out	1
glib	0
horrifies	0
the tale today is all the more bitter as it began with such euphoria	0
the twin towers of new york may not have collapsed	1
endorsed	1
such an excuse	0
victory	1
reliance	0
concerns	0
doing the same now	1
brutalized , tortured , and humiliated	0
support	1
no alternative	0
getting mixed up with crime , drugs , and violence	0
are eagerly awaiting	1
dream	1
preference	1
place additional restrictions on freedom of expression and the press	0
appraised	1
wait - and - see	0
because of what they did	0
horrors of	0
mere expression of failure	0
policies	1
traumatized	0
simply because	0
too good	0
countries are poor because they want to be	0
father of independence	1
but to understand	1
still persisted	1
labelling	0
the success of the rio conference	1
attacks	0
domination	0
as if they were quarries	0
his axis of evil remark	0
threats	0
a bad decision	0
hard - core	0
it has not kept its promises	0
heightened concern	0
one of the most serious crises of our time	0
high	1
saw	0
an excuse for repression	0
top priority of	1
running rampant	0
israel's atrocities	0
extremely dangerous	0
is ready to cooperate	1
has kept a close relationship	1
calls for	1
``red light'' has been issued	0
i will have won	1
such a disadvantageous situation	0
the solidity of this argument , though , has increasingly been demolished	0
strengths	1
continue to key up tensions	0
even risking his own future	0
when it was lenient	1
sticking to the polluting policies	0
wanted this very much	1
current priority	1
reeked of blood	0
topple	0
rejects	0
enormous	0
badly shaking ( their ) faith in	0
could not be clearer	1
want	1
had urged	1
justice always finds support and sympathy	1
such concerns	0
to be wasted away	0
corruption	0
refused to allow	0
restore credibility	1
if rummy booked these tough guys into a motel 6 , they'd complain that there's no room service	1
him in so ferocious an image wearing a t - shirt and jogging pants bearing some english letters , baring his teeth and with a glare of hatred in his eyes	0
saving	1
relieved	1
implicitly encouraged	0
plausible pretext	0
playing with words	0
backed	1
hardline	0
had warned	0
retaliated	0
voluntary	1
challenged	0
systematically subverted democracy	0
the euro , our currency	1
protests	0
provokes	0
doubtful	0
will be an asset	1
making a spectacle of	0
violent reaction	0
abhorrent	0
shook	0
used to boast	1
unjust	0
not at all	0
has turned into an axis of evil itself	0
would have been in jeopardy if	0
was neither free nor fair	0
thanks to a deft mix of populist policies , nationalist rhetoric , and political patronage	0
remembering	0
was concerned	0
scandal of	0
beneficial	1
highest	0
our usama bin ladin	0
scared	0
violating human rights	0
back away from	0
support	1
concerns	0
condemnation	0
powerful compulsions it is apparently labouring under	0
wise	1
successful	1
was almost overly humane	0
best piece	1
concessions	0
was quite neat and tidy	0
greenpeace is here to voice the concerns of millions of people	0
expressed interest	1
israeli aggressors	0
suspected	0
that's ridiculous	0
proposals	1
promote instability	0
can not adequately explain	0
a window of opportunity	1
tactful political manoeuvring	0
threatened	0
intimidation	0
has no moral excuse for shooting people merely demanding a new constitution	0
extended an olive branch	1
called for	1
blatant campaign of violence , intimidation and manipulation	0
like	1
could n't care less	0
hope	1
only deserves rejection	0
predicament	0
willing	0
flopped completely	0
storm to victory	1
would be easier	1
is not justified	0
loyal	1
thanks	1
could undermine	0
favourable	1
expressed their satisfaction and support	1
alleged rights violations	0
refused	0
more heterogeneous	1
respect	1
are n't even allowed	0
charge	0
to express satisfaction	1
preferring	1
axis of evil	0
unilateralist overdrive	0
war on terror .	0
threatening	0
urged	1
warning	0
betrayal	0
continuously denounced	0
terrorism	0
smear campaign	0
invitation	1
interfere	0
already disastrous	0
warned	0
defends	1
can feel proud	1
widespread abuses	0
only ask of	1
opprobrium	0
very serious threat	0
does not do what it is supposed to do	0
accuses	0
break the spirit of	0
shook	0
criticism	0
would not only serve zinni's mission	1
pretend to be	0
more seriously than anyone would have thought	0
want	1
deal with this flawed election	0
seriously hindered	0
fair	1
is happy to see	1
preach	1
has violated the rights of the minorities	0
vitriol	0
heavy toll	0
unfair	0
considerable doubt	0
reaffirmed cooperation	1
violator of human rights	0
feels itself committed	0
promote	1
high time	0
is fully biased to israel	1
felt betrayed	0
oppose	0
israel be harshly condemned	0
approves	1
could have expected	1
perpetrated	0
the world would never forget	0
arrogant unilateralism	0
in a way our government has not been	0
launch campaigns against	0
debate	0
a window to the world	1
speech of moral strength	1
aperitif for the probable democratic coup	0
a stunning blow to imperialism	1
communal flames	0
against	0
how frequently	0
had repeatedly asked	1
accuses	0
a degree of repression	0
despite	0
has been accused	0
suffer	0
no justification	0
a hometown favourite	1
but	0
for a good future	1
reminiscent of the turbulent days of military rule from 1976 to 1983	0
agitated	0
renunciation of its mentality of domination and expansion , which have caused calamities and catastrophes in the past five decades	0
expressed support	1
any step backward for democracy	0
let's support them	1
the major enemy	0
to the president's misfortune	0
commitment and respect	1
systematic campaign of violence	0
denied	0
refused	0
top concern	0
would have happened here	0
encouraged	1
swallowing	0
warned	0
backing away	0
want	1
strong view	0
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face	0
to live in friendship and cordiality	1
grand bargain	1
outcry	0
the trip of a lifetime	1
was embarrassed	0
will have sown the seed	0
the assassin	0
great israeli empire	1
is afraid	0
brutalizing	0
occupation	0
to tighten the noose around the axis of evil	0
objected	0
very pleasant for	1
concerning their life and death	0
valiant intifadah	1
unbearable burden	0
rescue	1
had not met sadc's norms and standards	0
ignored	0
on suspicion of	0
intimidate	0
such fruitful results	1
made reckless threats	0
very little	0
have been accused	0
implicitly asking	1
negatively	0
to offer support	1
endorsed	1
authoritarian or repressive	0
urged	1
rotting in afghan jails	0
the threats	0
unreasonably	0
renegade province	0
commitments	0
protested	0
courageous stand	1
targets are the groups that are regarded as enemies	0
the radical wing of anti - castro exiles	0
places strains	0
hollering	0
despite	0
sustainable development and environmental protection	1
perils of delusion	0
renew our support	1
has had good reasons	1
interfere	0
resolute defender	1
in particular	0
expressed sympathy	0
agreed the adoption of a decision for approval	1
was rebuffed	0
is diametrically opposed	0
civilized society	1
refuse to fulfill its obligations	0
publicly designating	0
formed a close friendship	1
countless letters , statements , and comments protesting	0
eagerly	0
realized	0
one of the greatest problems	0
can not accept	0
called for	1
illegitimate	0
must demand	1
major fear	0
humanely	1
praised	1
punish	0
declined	0
rising chorus of domestic and international outrage	0
more competent	1
the evil empire	0
warned	0
not that of journalists	0
picking a quarrel	0
it is obsolete , it does not work	0
condemnation	0
it must be regarded as an unambiguous message by the international community that the rule of democracy will be upheld in every part of the world	1
claim	0
does not look very good	0
crash course	0
promise	1
made public a blacklist	0
emphasized	1
inefficient argentine automakers	0
virulent	0
it can not be taken into consideration , as long as the war against terrorism is far from over	0
thousands	0
openly declared	0
aggressive	0
policy	1
charged	0
purported	0
were being used	0
fairly sophisticated	1
refusal	0
did not conform to international standards	0
wants to create	1
second side in the us axis is israel	0
support	1
that's a fair deal	1
make a protest	0
revolted	0
it makes a mockery of george bush's war against international terrorism	0
urges caution	1
have sought	1
ushered in an era of stability	1
so vast	0
recognize	1
raved	0
affected by the lackluster economy	0
it is not clear	0
hoped	1
systematically wrecked	0
threatening	0
peaceful	1
destroy so - called peace	0
avoid	0
fresh - meat	0
lump	0
who is ordinarily so sure of himself and of his jokes	0
warned	0
widespread use of torture	0
might even be higher than	0
fails	0
inaccurate	0
the support of	1
was nothing but	0
commendable	1
benefits	1
my promise	1
perception	1
were at odds	0
intimidation and violence	0
criticism	0
more serious with the passage of time	0
axis of evil theory	0
unlikely to affect	1
eyeing	1
showed a lack of sincerity	0
neo - colonialist	1
appease	1
in a way that threatens	0
allah knows what	0
enemy	0
support	1
probably never	0
this suffering	0
try to threaten	0
abuses	0
even more dismal	0
are considered	0
is battling	0
desperate palestinians	0
americans are good ,	0
sought	1
early	1
criticism	0
urged	1
would like	1
unlawful combatants	0
comrades	0
remain vigilant and are totally committed	0
nutritious	1
a human virtue	1
claims	0
israel's superior ability to punish palestinians	0
was heard with interest and attention	1
grand	1
destabilizing	0
was a consensus without any consensus	0
a rebel province	0
the demon they have reared	0
outright isolation	0
beyond the reach of any legal regime	0
damned proud	1
stirring up the emotive land issue merely to garner support	0
chaotic	0
became concerned	0
to maintain calm	1
proudly exercise	1
threatens	0
widened	1
emulate the gautama buddha himself	0
to teach a lesson or two	0
the visit has achieved positive and successful results	1
having supported	1
have joined the chorus of protest	0
sentiments	0
brings no good to world peace and economic development	0
chanted	0
gives the saudi government its due	1
for months	0
learnt a lesson	1
this distortion in its policies	0
free to practice any religion	1
destroyed	0
holding things up to hurt his chances	0
is reluctant	0
it is almost impossible	0
always underscores	1
inaccurate	0
contradicts the efforts to calm down the situation	0
to please	1
violates international agreements	0
hardline	0
illegitimate	0
have expressed interest	1
has not once	0
not useful	0
greater	1
nonbelligerent	1
unable to tolerate	0
do n't want	0
even democratically elected and at war against evil	1
rigging	0
alleges	0
scandal - mongering	0
expressing concern	0
continued violence and aggression	0
forging its own way	0
used to call	0
evaporated quickly	0
oh god no	0
great leader	1
its chance	1
diplomatic flirtation with leftist world dictators	0
so shocking	0
simultaneously raises apprehensions and resentment	0
is not shaping up as a romance	0
fait accompli	0
advisories	0
rigged	0
upheld	1
appear to make it easier to rig the vote	0
to accept	1
hoped	1
tough guys	0
most widespread protest	0
little truth	0
unfortunately	0
consider	1
new - found	0
proper	1
think	1
wants	1
impossible	0
at the expense of	0
expected to protect	1
effective	1
demand	0
destroys	0
uncertainties	0
arresting innocent citizens	0
demolished	0
will be forced to introduce	0
fulfill its pledges	1
refusing to buckle	1
charged	0
fear	0
more complete	1
cages	0
voices can not be heard by anyone	0
reconciliation	1
validates	1
sat back with arms folded would have made us all hostages	0
old bullying	0
committed one more mistake	0
applauded	1
thrown its weight behind	1
trying to harass	0
looks presumptuous	0
violation	0
firm support	1
