document	label
agreement	0
alleged	0
could approve	0
efforts to achieve a just peace	1
for once	0
anger	0
harassment	0
are not worried	1
cried	0
absolutely not permitted	0
at the request	1
to ensure the full exercise of democratic rights	1
perils of delusion	0
labeled	0
rigged	0
can not imagine anything as beautiful as that	1
flirting with	0
the plotters	0
in the lurch	0
join hands	1
criticism	0
talk about clueless	0
would care very little	0
he admitted he had been wrong	0
enemy	0
accused	0
independence	1
plight of	0
assassinate	0
no power	0
positive	1
mate up	1
concrete support from	1
to condemn	0
even sent letters of protest	0
exasperated	0
proposal to reunify	1
a degree of repression	0
will not	0
ca n't be burying its head in the sand	0
impossible	0
a year of a war	0
wants	1
greek dagger that is thrust into the heart of anatolia	0
west's failure	0
who is ordinarily so sure of himself and of his jokes	0
even outbade	0
if through him they are able to orient turkey in any way they choose	0
oozed confidence	1
concerned	0
fresh - meat	0
not too bad either	1
more concrete support	1
ignored	0
interfering	0
anti - bush hot winds	0
easier and more motivating	1
humiliation	0
launch campaigns against	0
failure to substantiate	0
strategy of suppression	0
emphatically condemned in the strongest terms	0
was not enough	0
deeply flawed	0
particular concern is raised	0
when it suits him	0
saw	0
groundless	0
very , very large	1
to back	1
they will find themselves on inhospitable ground	0
a group of arab and israeli peace activists , who wanted to bring food to ramallah , is expelled	0
erroneous	0
what political objectives might be driving	0
undermine	0
the hope	1
will fight	0
disregarding	0
they discredit the usa	0
was in fact violating the rights of millions of people throughout the world	0
objectively	1
is the problem	0
clearly show serious unbalanced states of mind	0
risked the full weight of the law	0
were openly supporting	1
outside the scope	0
can probably never pass this test	0
enjoying hygienic and food conditions that were very superior to what they could have known in afghanistan	1
government of death	0
axis of evil	0
running out of meaningful options	0
already placed him in the evil camp	0
merely superficial	0
sap the country's energy	0
greater	1
vulnerable	0
not on very solid legal ground	0
will	1
systematic campaign of violence and intimidation	0
have made every israeli an enemy and a target	0
the actual death blow	0
predatory	0
to express satisfaction	1
understand	1
would be badly militarized when	0
threats	0
free hand	1
many thousand generously funded	1
in a way that threatens	0
mimic	0
strong	1
discontent	0
if rummy booked these tough guys into a motel 6 , they'd complain that there's no room service	1
to teach a lesson or two	0
gradually promoted	1
unhappy	0
hand that is stretched for peace	1
accused	0
deteriorating with each passing day	0
anything goes	0
private diplomacy	0
fears	0
utmost suffering	0
social explosion	0
riddled with irregularities	0
had improved	1
opposition	0
contributed greatly to the success	1
had not been willing	0
invited	1
confronting itself	0
avoid	0
dangerous	0
quite freely	1
corner	0
would create	1
mutual understanding and patience	1
called for	1
lost reason	0
suffered	0
grim statistics trotted out	0
objects	0
most serious consequences	0
argued	1
holds	0
fear	0
bad	0
a much better position	1
that's exactly what duhalde most lacks	0
appeals	1
confess	0
very serious threat	0
ballot rigging	0
interference	0
very useful	1
hold the course of democracy dear	1
refusing	0
would be regarded	0
mere	0
it breaks your heart	0
dishonoring	0
violent protests	0
goes against the facts	0
is colored by leftist ideology	0
should always	1
too good	0
has but disappeared	0
distress	0
the illusion	0
huge casualties and property losses	0
aggressively harping	0
keepers	0
useless sophistry	0
him has not been pretty	0
brilliant	1
the military great power	1
objections	0
wants	1
just to embarrass the administration	0
axis of evil remark	0
it becomes , in a weird way , less monstrous	0
is beginning to work	1
cause of justice of our people	1
sufficiently patriotic	1
is favored	1
calm	1
support	1
bloody	0
cause a rift	0
to reward	1
comfort	0
treated with respect	1
and then assert the laws of war do not apply	0
positive and optimistic views	1
confusion	0
above all contradictory	0
volatile	0
axis of evil	0
economic contagion	0
evildoer	0
far better	0
filled with repression	0
purpose	1
at it again	0
rebelled	0
unlawful	0
will urge	1
high prospects	1
would have perhaps been logical and acceptable if	1
widespread use of torture	0
hostility	0
considered	0
stands on the side of justice	1
warned	0
the wishes of	1
chaotic	0
provocation	0
briefly appeared to be abating	1
refused to allow	0
welcomes	1
advice	1
modern , civilized instruments of coercion	0
denunciation and rejection	0
condemnation	0
these fighters in rags , haggard , who were the survivors of weeks of bombing	0
can not choose	0
probably female	0
praised	1
leading a racist campaign	0
knows enough	1
regarded	1
clamp down on freedom of expression and legitimate dissent	0
no one	0
continuing battle	0
hypocrisy	0
refused by	0
extremely strong support	1
have n't always been consistent	0
argued	0
support	1
did not intend to ratify	0
our usama bin ladin	0
called on	1
tensions	0
moreover	1
intimidate	0
questionable	0
neither especially virtuous	0
calling for	1
would support	1
conspicuous policy of playing games	0
abandonment	0
put him at an advantage	1
want	1
objectives	1
recognition	1
does not want	0
definitely the third side will go to no one but britain	0
violence and intimidation	0
to understand	1
more demagogy than arguments	0
excessive	0
this is no blind violence but rather targeted violence	0
considers	1
forced exodus of hundreds of thousands	0
nothing whatsoever	0
aggression	0
long been denied	0
the claim	0
is reasonable , humane , legal , proper , and compatible	1
spurious	0
at one speed or another	0
had caused the demise	0
cast away the chance	0
incursions and atrocities of oppression israel is perpetrating	0
urged	1
despite all of this , however	0
recognition	1
like when one loses one's virginity and the only solution is to enter a convent	0
arbitrarily	0
making remarks unfavorable	0
backing	1
dignity and honor	1
strong support	1
refused to confirm	0
had no respect for any religion , faith , norms , decency , human rights and rules	0
hapless vanquished	0
logical solution	1
is going to be interesting	1
manipulation	0
love	1
unwilling	0
work together for the future	1
has always resolutely opposed	0
force himself	0
grudgingly agreed	0
continues to move ahead from the existing basis	1
come out opposing	0
like to speak for	1
kill an american	0
resisted	0
always likes to dwell on	0
tremendous amount of progress	1
has vowed	1
are considered	0
axis of evil	0
to ask	1
it did not apply even to black people held in jail in the southern united states until a few years ago	0
expressed their satisfaction and support	1
obvious concern	0
his career was like a rough sea , with highs and lows and never calm	0
we are millimeters away from a civil war	0
strengths	1
play its trump card	0
denunciation	0
stability and peace	1
tarnishing the us role	0
to cut costs	1
was baffled	0
acted in collusion	0
active role	1
it's hard to imagine them getting better treatment than they're already receiving	0
futile	0
chanted	0
failed to provide any evidence	0
high time	0
the assassin	0
want	1
was not even	0
runaway	1
wants to speak the language of violence	0
interests	1
swore allegiance	1
scupper any hope	0
just to gain popularity	0
may not be a correct basis	0
wrote a critical comment	0
will intensify	0
violated human rights	0
potential carrot	1
increasingly angry opposition	0
long way to go	0
has no moral excuse for shooting people merely demanding a new constitution	0
finally started tumbling down	1
it continues to twist the logic of things by turning a blind eye to israeli murderers and describing palestinian victims as terrorists	0
sincerity	1
all the worse	0
once again	0
opposition to	0
would promote	1
big brother	0
promote	1
nothing but revealing before the world each and every one of his political immaturity and moral corruption	0
to take issue with	0
fears	0
could cause serious damage	0
the world will be much safer	1
protests	0
mother of terrorism	0
looking for an edge	0
does not look very good	0
glib	0
losing currency	0
believe	1
staged	0
mistreated	0
hard - line	0
good	1
support	1
is harboring deep hatred	0
a bearish soldier who looks like the kind of guy who enjoys breaking things on his face	0
day one : brian decides it's finally time to learn how to diaper the baby	0
not favored	0
imposed on the palestinian people by force for more than 34 years now	0
confiscate the will	0
impose	0
alarm	0
accuses	0
axis of evil	0
too small	0
imperialist war maniacs	0
just , legitimate rights	1
but he may be	1
such fruitful results	1
scandal - mongering	0
not tolerable	0
made the request	1
advise	1
aggression and savage atrocities	0
axis of evil	0
firm support	1
recognized	0
is stuck minding us	0
thinks	0
reiterated	1
aspire	1
won the assurance	1
alarming	0
rogue nations	0
reckless	0
no way defending	0
obsolete	0
threatened	0
refuses	0
called upon	1
cold war heritage	0
like the suffering	0
after the collapse of all their arguments	0
most important heritage	1
grave civilian suffering	0
now heaped upon	0
urge	1
repeated reference	0
only benefits corporate america	0
such remarks	0
do not possess the necessary expertise	0
the interests	1
did not conform	0
destroys the fundamental principles of subordination	0
work hard and with honesty	1
as a lesson to others	0
it's very disappointing	0
radical	0
furthermore	0
peaceful reunification	0
far	1
concern	0
seeking	1
to send a memorandum of protest	0
nothing more than an embellishment	0
tried hard to establish	1
would continue to honor its commitment	1
storm to victory	1
signifies	1
often must cope without	0
legitimate	1
launch attack	0
infuriated	0
so - called great satan	0
a oneness	1
succeed	1
were suspected of	0
have worse conditions	0
not allowed to move freely	0
will make it look as if they're being brutalized	0
even worse	0
do n't like	0
the approval by	1
something so petty	0
could support	0
good idea	1
repeatedly trumpeted	0
would want	0
refusal	0
fair settlement	1
expresses its discontent	0
understanding and approval	1
to warn	0
also unclear	0
could easily fit into a telephone booth	1
is also working to push	0
more serious	0
encourage	1
leak over the frontiers	0
manipulation	0
dignified	1
the invitation	1
might encourage	0
but not	0
lambasted	0
would be difficult because	0
are considered	0
expressed the same apprehension	0
has raised fears	0
no longer live by the sword	0
foolhardy	0
better clothed	1
awfully grave and pressing	0
would exert excessive influence	0
refuse	0
incapable	0
helpful	1
can be confident in the knowledge	1
most dangerous	0
yet another burden	0
described	0
criticism	0
labeling	0
to support	1
perception	0
chapter of international terror .	0
utmost	1
it violates the rule of law	0
urge	1
frantically making efforts	1
scandal of	0
too harsh to be tolerated	0
just for them	0
forbids	0
deals a stinging slap on the face	0
get away with bad bets	0
dismissed	0
practically scream , ca n't wait till you leave	0
struggled to defend	0
hostile international attention	0
any sort of logical	0
go into the streets en masse and defend and support	1
must be banned	0
will be welcomed	1
has threatened	0
actively contributed	1
in order to end occupation and settlement in their territories	1
who said that space investments were not interesting	1
blatantly obstructed	0
commended	1
seeks to hide	0
voiced its protest	0
delaying the day of reckoning	0
loss of innocent lives	0
hoped	1
does not turn a blind eye	1
does not care	0
welcome and support	1
push the island to the edge	0
blame	0
it will just be dragged along	0
the threats launched	0
little more than	0
failed	0
represents the pessimistic outlook	0
an affront to palestinian , arab dignity , and international justice	0
cages	0
warning	0
blinding eyeglasses , masks incapacitating the mouth and nose , ear - splitting ear phones	0
was applauded	1
instead	0
still want	1
demonstrations	0
transparent , credible , free and fair	1
damaged	0
can feel free	1
largely try to keep as much hegemony	0
inconsistent	0
greenpeace is here to voice the concerns of millions of people	0
fundamentally flawed	0
victim of terrorism	0
horrific news	0
echoed	0
no qualifications and face	0
particularly malaysia , is succeeding	1
bloodbaths	0
enthusiastically asked	1
radical	0
to washington's eternal discredit	0
cling obstinately	0
has accused	0
playing with words	0
will complain	0
posing a grave threat	0
strongly called on	1
military bastions and bases	0
has called for	1
have warned	0
outrages	0
package of recommendations	1
to be brought to justice	1
cost - effective	1
without	0
is satisfied	1
repression	0
see reason	1
calling for	1
concerns	0
opinionated	0
of more misery	0
burden	0
crush	0
dissatisfaction	0
fully grasp	1
reeked of blood	0
conducting a calculated campaign of intimidation	0
our party has been genuine	1
branded as evil	0
ugliest crimes	0
immensely impressed	1
victorious	0
against palestinian terrorism everywhere it exists	0
have been deprived of all their national and human rights	0
would be convicted	0
outrage	0
divide and rule	0
a dramatic warning	0
be settled within the un framework	0
the lack of respect for the human person	0
unacceptable	0
has already warned	0
steel manacles or open - air cells	0
the earth - shaking changes	1
peaceful settlement	1
brushed aside	0
uncomfortable meeting	0
effectively ruled	1
dragging its feet	0
cheated	0
he belongs to the good side	1
deceptive ploys	0
could become embarrassing	0
it's a challenge	0
are in shreds	0
not viable	0
swiftly countermanded by	0
outcry	0
share a hatred	0
thanks to	0
based on justice	1
has already provoked	0
praised	1
thanked	1
seeking	1
at least without an explanation	0
reject	0
wants	1
disrespect of advice	0
i'm up to my ears	0
can no longer stand shoulder to shoulder	0
the plotters	0
begin to support	1
unlikely	0
outcry	0
would not accept	0
extension of its characteristic policy of hegemony	0
will be happy to know	1
hoped	1
the sphere of its domination	0
also failed	0
bush has made a 'big mistake	0
projection	0
and worse than anything , it is an insult to the iranian nation	0
promise	1
simply because	0
similar protests	0
she was playing games	0
facing an acute dilemma	0
is concerned	0
supported	1
supports	1
does not appear	0
restore credibility	1
promises	1
imperialist forces	0
supports	1
too many restrictions	0
but the concentration camp strongly resembles a dog pound	0
war crimes or bloody massacres	0
failure to gain legitimacy	0
want	1
shameful mum	0
warn of	0
perfectly well	0
no more	1
us imperialist war maniacs	0
support or toleration	1
arbiter of democratic legitimacy	1
denouncing	0
committing themselves	1
as is feared by the whole world	0
this is really an unwise idea	0
perception	1
sharp international rebuke	0
independent	1
is making a mistake	0
preference	1
suffered persecution	0
victory	1
convince the americans that the bush administration has not only succeeded in removing a regime of religious madmen	0
the action of several military generals	0
certainly not raised us image	0
outsource our moral obligations	0
strikingly illustrated	1
injured scores	0
severe consequences	0
does not reflect	0
legitimate	1
interfering	0
anti - democractic	0
power at all costs	0
had guaranteed	1
hard - line	0
or even solidarity	0
hospitality ends there	0
that's what happened in argentina	0
disenfranchised	0
real increase	0
mistake	0
always likes to	1
their confusion of ends and means	0
has resisted	0
an alien seedling	0
has a reason to repent	0
the disturber of peace	0
restoring the full inalienable rights	1
making turns in favor of	1
the complaint	0
was strongly supported	1
put his nation first	1
urged	1
ensure the stability	1
it's over	1
is not up to	0
major fear	0
cares	1
urged	1
resolute defender	1
not free and fair	0
declining	0
legitimate	1
blamed	0
has called for	1
the idea	1
be willing	1
complacency	0
isolation	0
appreciated	1
aimed at crushing	0
led a move to suspend	0
legitimate	1
get inspiration	1
support	1
serious , calm and forward - looking approach	1
favour independence	1
much more can be accomplished	1
ongoing afghan crisis	0
refused	0
this milestone	1
warned	0
responsible	0
denied	0
evil	0
did not want to support	0
calling on	1
extremists	0
deliberately misinterpreted to suppress the opposition	0
so that we would not become terrorists	1
the only winners	1
feared	0
without	0
so - called	0
interference	0
fiercely	1
you get the feeling	0
enthusiastically	1
would not allow	0
dashed to pieces	0
constantly changing	0
legitimate and competent	1
is not appropriate	0
would also support	1
hopes	1
or so it claims	0
stands in brutal contrast	0
aggressively	0
radical responses germinate	0
a very sad day	0
interfere	0
under these circumstances	0
would not dilute its backing	1
unlike the cold war , is rid of the north - south confrontation	1
most disturbing	0
wanting	1
bluntly criticize and oppose	0
violates the united nations charter	0
terror	0
suffer from unfair us policies	0
excuses	0
if that is what you can call them	0
beginning a new offensive on religious minorities , persecuting muslims	0
civilized society	1
have denied	0
vicious remarks that called	0
want to sweep aside all competitors from other countries	0
would be harmed	0
seriously flawed	0
broad political consensus	1
in hell	0
ignoring	0
seek liberation	1
axis of evil	0
taken responsibility for	1
benefits	1
one - sided , self - righteous policy	0
stubborn enough	0
peace will not be gained through war	0
yet	0
intends	1
extremists	0
specifically named	0
single - handedly destroyed	0
have watched with chagrin	0
will devote themselves	1
all the global bellyaching	0
those digging graves for others , get engraved themselves	0
difficulty , of course	0
are going to fight , my friend	0
demands	1
concerns	0
excessive	0
shift loosely between the u . s . polity and people	0
even if their special status comes from the fact	0
test of patience	0
some are beginning to forget	0
is desperate	0
we can not allow	0
far worse than those prevailing in camp x - ray	0
massively rigged	0
fortunately	1
invited	1
angry	0
storm the castle	0
necessary evil	0
voiced concern	0
we would be digging ourselves out of the ruins at this time	0
clearly not free and fair	0
meaningless	0
reality that is much worse than war	0
environmental public spiritedness	1
save	1
axis of evil	0
peace and stability and prosperity	1
perfect lifesaver	1
condemns unreservedly and in the strongest terms	0
resignation	0
a dysfunctional space program	0
human characteristics to a lump of stone	0
the criticism	0
not so well sourced	0
seems to be murky here	0
de - escalation	1
would cooperate	1
wants	1
not as the ticket of last resort	1
horrible	0
opposes and condemns	0
were , and still are , hoping	1
pessimistic again	0
flagrant attack	0
should take urgent measures	1
competent	1
despots around the world will know how to exploit	0
upholding	1
terrorizing	0
continue to obstruct	0
value sharing	1
sharply criticized	0
anthology of rhetorical follies	0
favouring independence	1
can never remove the shackles of repression	0
has offered unequivocal political support	1
axis of evil	0
dangerous individuals	0
strong initiative	1
concerns	0
fairly sophisticated	1
are not happy	0
was nothing more than a sick attempt to appeal to the worst red - neck prejudices	0
it will not be free and fair	0
master of escalation	0
be concerned	0
is not in line with the majesty of a president	0
join hands to prevent	0
will not be able to change until the end of mankind	0
bowed to	0
carnage	0
it is ineffective	0
had rebuffed	0
left behind	1
can never be right to indulge this disease	0
an advocate of nations' right to choose their leaders	1
disobeying uncle sam	0
was boycotted	0
want	1
the best role model	1
the crime they have committed together	0
contrary to	0
good will	1
exceedingly high	0
farcical - yet - provocative	0
such a failure	0
contradictory	0
so - called	0
axis of evil	0
our full support	1
felt	0
with a sigh	0
sat on the fence for months	0
very regrettable	0
supporting	1
expresses condolence , sympathy and solicitude	0
sacrificing	0
to the venezuelan armed forces' misfortune	0
disagree	0
quality of knowingness	0
massive potential market	1
unrealistic	0
rocket	0
was particularly disheartening	0
want to ask	1
not reproachable	1
strongly welcomes	1
universal values	1
more alarming faults	0
was hoping	1
anti - democractic	0
is suspected	0
significant restrictions on citizens' rights	0
preferring to concentrate	1
appreciated	1
is suspected	0
brutalizing	0
criticism	0
refusing	0
care very little	0
wrangling	0
favours	1
big challenge	0
in protest against	0
have also agreed	1
will be an asset	1
also suggested that death would be the only way out of the conflict	0
feeling of uncertainty	0
has supported	1
simply clear - headed	1
are false	0
claim	0
now more people will be able to judge	1
makes no bones about considering	0
opposes	0
backlash of adverse reactions	0
to support	1
to accept	1
have called for	1
rigging the election	0
antics	0
have succeeded	1
was rebuffed	0
not adequately free and fair	0
had become one of the sides of the axis of evil	0
be seen	0
having rejected	0
forging its own way	0
has succeeded	1
criticisms	0
destroy so - called peace	0
infuriating	0
to recognise	1
there is a breakdown in law and order	0
was annoyed	0
aggressors	0
must no longer be encysted	0
a donkey being controlled by the british	0
prosperity	1
wanted	1
have committed many sins	0
such desperation	0
will allow	0
aggressively harping	0
to promote	1
abundantly clear	0
would be easier	1
hence one can see that it is not to be surprised	0
would have happened here	0
the warnings	0
is always a tough call	0
precipitating the current crisis	0
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	0
vowed	1
oh god no	0
took another swipe	0
taken up the reins of power	0
it may cloud my assessment	0
they are a bit of a tangle	0
a gross mistake	0
defying	0
rejects	0
repeatedly vowed	0
invitation	1
picking a quarrel	0
desperate hatred	0
wait - and - see	0
rejected	0
the familiar psychodrama	0
revanchism	0
want	1
accepted	1
calm and forward - looking	1
set priorities	1
the fatherland's reunification	1
topple	0
calls for	1
for fear of	0
resolute commitment	1
successful so far	0
blatant fraud	0
blindly accepting	0
charged	0
kill americans , get arrested , then get a pay raise from america	0
best thing	1
only one single	0
intended	0
something special , as god's own country .	1
charges of	0
hails	1
respecting	1
the objections	0
praised	1
does not justify all the means	0
required a more mature approach	1
concerns of	0
reliance	0
horrors of	0
free and fair ballot will remain a mirage	0
brutalised	0
this cruelty	0
gratitude	1
supposed to approve and participate in	1
a slap on the wrist	0
bad	0
ominous phenomenon	0
not really popular in	0
seeking its own profit	0
valiant intifadah	1
mandatory	0
are only	0
unprecedented	1
desperate palestinians	0
support	1
imperialists	0
presumptive	0
position	1
has also expressed concern	0
took advantage	0
the goal set	1
according to washington's claim	0
proud	1
collapse	0
damned proud	1
seriously flawed	0
will be barred	0
one of the most dangerous places on earth	0
crippling recession	0
willful expansion	0
are reluctant	0
wanted	1
unanimous desire and will	1
particularly affected would be	0
the ford falcon syndrome	0
fearing	0
value	1
protest	0
are seeking	0
wanted to rope in	1
its burning territorial ambition	0
vehemently denied	0
disregarding	0
inhumane nature	0
would not hurt taiwan's interests	1
the ire of	0
so far	0
has no greater desire	1
only becoming worse	0
expressed admiration and surprise	1
fattening	0
only abuse	0
is now intolerable for the dignity	0
axis of evil	0
late	0
one can only speak of mismanagement	0
successful	1
so as to avoid the repetition of a crisis such as ours	0
not try to change the world by command	0
discrediting	0
was committed to protecting	1
competitiveness	1
prematurely hustled off so the military can dump us in nowheresville , new jersey , on a sunday night after every rental car place in the state has closed	0
peaceful	1
could n't care less	0
anti - terror	0
higher than any time in the past several hundred thousand years	0
to hide from protestors	0
refuse	0
civilized	1
my fist carries a force	1
open	1
could no longer tolerate	0
condemned	0
impossible to maintain	0
lying on a stove	0
already volatile	0
too prone	0
masterminded	0
in the hands of the forces of money	0
has refused	0
was angered	0
was substantial concern	0
legitimate	1
the entire palestinian people	0
had all thought	1
believing	0
sustainable advocacy	1
in admirable harmony	0
not prepared	0
security	1
smiling	1
widespread abuses	0
rejected	0
a long road ahead of us	0
for the generosity of his soul	1
a rebel province	0
are concerned	0
wants	1
are wondering	0
effectively curb	1
admonishes	0
serious	0
democracy , transparency , and corruption - free system	1
would seek	1
such us policy	0
was biased against	0
supporters	1
beautiful historic coincidence	1
as soon as possible	1
struggling to merely distance themselves	0
always	1
imposing	0
a sense of unity and purpose	1
abandoned	0
unlawful combatants	0
hailed the end	1
the failure to discuss	0
the american vulgarity	0
would not be harmed	1
opposition	0
condemn	0
diplomatic flirtation with leftist world dictators	0
have also criticised	0
are quite respectful	1
threatening	0
crushed human rights principles	0
chronic complainers	0
are becoming nonexistent	0
running rampant	0
i am a jailed president	0
would never forget	0
rock - throwing youths responded	0
justice	1
not sure	0
terrible tragedy	0
in the name of self - righteousness	0
to assure	1
in case they lost their teeth while , say , biting a guard	0
asked	0
evaporated quickly	0
something sometimes go wrong	0
would be completely blocked	0
alarming	0
threatened to choke	0
incredible damage	0
thrown its weight behind	1
in order to try to impede	0
extremely dangerous	0
oneupmanship of rudeness	0
young old man	1
differed	0
rising chinese threat	0
seek	1
scares away	0
fair	1
consider	1
now have to brave gangs of zanu - pf thugs	0
against	0
called	1
destroying the established - - eu - supported - - infrastructure	0
is indeed grateful	1
sent congratulations	1
injustice suffered	0
breathed a collective sigh of relief	1
as if it were an adjudicator	0
new , better - run	1
waging a ruthless war against	0
was offended	0
not only	0
will be unable to attain the most basic	0
protests	0
purported	0
their own	0
demonstrations and rallies against	0
wrote	0
a legitimate activity and long overdue	1
disagreed	0
lashed out	0
it does not take a vivid imagination	0
but because of its own national interests	0
concern	0
rejected	0
are worried	0
will be a monumental tragedy	0
what happened in bosnia herzegovina is being repeated on a larger scale	0
object	0
unfettered support	1
sensible	1
so little information	0
was unable to recommend	0
stand beside right and justice	1
pinned the tag	0
agreeing	1
do n't want	0
support	1
democracy exhausted all its generosity	0
stolen an election	0
hardest hit	0
will overcome the current difficulties , revive their economy and maintain their social stability	1
going to crush my nuts	0
arouses fears	0
predatory behaviour	0
looked in tears	0
venezuela's strong slap on the face of the united states	1
shoulder to shoulder	1
downgrading	0
strong sense of justice	1
archetypal sales of lethal weapons	0
totally dependent	0
is urging	1
countries are poor because they want to be	0
occupy illegally	0
illegitimate	0
warm	1
hands behind chechen terrorism ,	0
wish	1
without	0
a power vacuum	0
short - term pains will eventually pass	1
smoothly	1
dissatisfied	0
intentions	1
demand	0
will be able to handle any kind of incident	1
allegations	0
intended to be a warning	0
virulent	0
has formally recognized	1
top priority of	1
entire	0
club fed	0
rejecting	0
rogue	0
suspected	0
sees	0
voiced opposition	0
fulfill its pledges	1
vowed	1
difficult	0
even in some cases pure falsehoods	0
state of stagnation	0
shook	0
am sure	1
rather flimsy	0
spells serious trouble	0
concerns	0
will be just as good	1
nobody cares	0
despite	0
not a man who likes to improvise	0
markedly different	0
accused	0
not free and fair	0
not holding any lengthy debates	0
deliberately confusing	0
sitting on the fence	0
allow for a free and fair presidential election	1
injustice	0
are the violators of human rights	0
feel disturbed	0
sensational	0
had particularly harsh words for	0
are vying for	1
not sufficient	0
denounced	0
threatening	0
security revenge	0
a body blow	0
plotting	0
de - escalation	1
ever more serious	0
should take every single step carefully	1
act of terrorism	0
ran out of patience	0
criticize	0
hardly elastic enough	0
hoped	1
aggravated	0
humanely	1
should earnestly abide	1
hurt	0
complete with walls and razor wire	0
escalates that aggression to a point	1
has now approved	1
completely isolated	0
reacted strongly	0
have all suffered the same fate	0
grimly replied	0
very strong concern	0
lambasted	0
never	0
very little	0
commitment	1
for more than two years	0
wish	1
cycle of violence	0
apparently not	0
uncalled - for	0
to thwart	1
anti - iran reports	0
spirit of	1
bastion of resistance	0
drove the united states into a corner	0
this is a question of	0
transmit	0
can not be effective	0
condemnation	0
the protest	0
inflicted nuclear disaster on humankind	0
invites	0
would contribute	1
arrogantly , humiliatingly , aggressively and in an interfering way	0
twenties , thirties and fifties	0
resented	0
some goals	1
grateful	1
complaints	0
holding things up to hurt his chances	0
this level of hysteria	0
breeding ground	0
confidence crisis	0
the discovery of god - given human rights	1
irresponsible	0
has supported	1
degeneration of the democratic process	0
the possible risks facing indonesia	0
because	0
arrogant	0
violent	0
alarming	0
not a price worth paying	0
took such a concerted stance critical	0
alienated	0
might	0
personal arrogance	0
progressive	1
confident	1
want	1
recognizes	1
were showing their support	1
would want	1
humiliation of	0
supported	1
the only way to peace	0
nearly invisible	0
have expressed interest	1
opposition	0
threatened	0
avoid the need for it	0
illegal combatants , not prisoners of war	0
remain a risky enterprise	0
concerned	0
firm support	1
criticism from	0
roundly condemned	0
charges	0
have angered	0
rig	0
thousands	0
made nonsensical gaffes	0
makes sense	1
there will always be an argentine risk	0
dissatisfaction	0
outcry	0
would have had to resign had he not given in	0
protested	0
hardline	0
cycle of violence	0
back to square one	0
dramatic upsurge	0
denied	0
hatred	0
violence and intimidation	0
one - sided approach	0
not at all	0
better ways	1
are getting increasingly critical	0
mastermind of the terror attacks	0
alleges	0
hoping	1
difficult	0
blind and murderous rage	0
fervently escalates a campaign of bludgeoning its citizens	0
withdrew support	0
no longer works	0
fear and intimidation	0
has renounced	0
sanctions busting	0
put into power their puppets	0
double standard	0
the concerns voiced	0
falsifying history	0
oh , my god	0
want to cooperate	1
will be regarded by	0
creeps	0
recommends	1
looming	0
as the saying goes , when you pull up the turnip , mud comes with it	0
disqualified president	0
gross misstatement	0
marginalized	0
does not function optimally	0
peaceful settlement	1
excesses	0
raises new doubts	0
biased	0
failure to ratify	0
invisible	0
billions of dollars in lethal weapons every year	0
conciliatory speech	1
worry	0
inhuman	0
find nothing positive	0
climate of insecurity	0
widely popular	1
our friends and allies	1
maintains	0
without scientific basis	0
the successful ratification	1
recommendation	1
believed	0
protest	0
jubilant	1
will do its utmost	1
seek only its own profit	0
total confusion of historical data	0
are eagerly awaiting	1
reassurances	1
has sounded the alarm	0
hopes	1
have no grasp	0
is feared	0
thought	1
hope	1
believes	0
is diametrically opposed	0
historical moment	1
will	1
takes a side	0
resentment	0
with a hope	1
it makes a mockery of george bush's war against international terrorism	0
common - sense	1
not in any way contrary	1
how docile	1
expose the cracks	0
has just ratified	1
accused	0
many absurdities , exaggerations and fabrications	0
eyeing	1
something else	0
humanely	1
as if our country had a human rights problem	0
were being used	0
accuses	0
illusion	0
to assassinate innocent activists and citizens	0
the evil that must be destroyed	0
slander	0
opts	1
easily qualify as repressive and violating human rights	0
hallucination	0
will finally deliver on his promises	1
the superpower has decided to wage war and administer justice all on its own	0
do n't want	0
substantial challenge	0
resistance	0
surged	1
the principles of kyoto were fine	1
it is almost impossible	0
finally rewarded	0
strictly abide	1
offering even order - of - magnitude guesses	0
spurning	0
support for	1
adopted a resolution	1
contravenes	0
violent protests	0
wave of protests	0
more often than not	0
fear	0
when it was lenient	1
sent alarm bells ringing	0
locking them up in cages	0
says with a bright smile	1
grave violation	0
legitimate	1
were singing and dancing to celebrate	1
really cleaning up	1
absurd	0
to resist	0
he is an australian citizen , and australia is not the 51st state of america	0
disagreement	0
rejected	0
to blame	0
making liberal use of the but construction	0
mounting rivalry	0
was explicitly embraced	0
cycle	0
nevertheless	0
show of support	1
to back	1
legally established	0
not yet	0
objections	0
paint a bad picture	0
comrades	0
writing off	0
into a corner	0
at a loss	0
was only intended to fan up war hysteria	0
have been same ( consistent )	1
nothing that threatened the integrity	1
desperation of	0
pit against	0
debacle	0
this confidence	1
stir up troubles	0
compare	0
indecisive	0
considered	0
tragedy	0
such boasts	0
criticism	0
solitary road	0
appeared	0
having opted for	1
freedom and independence	1
refuses to recognize	0
who did not drop out of law school as i did	0
conspiring	0
active	1
we're going to find a way around it	1
in chain to another side of the globe	0
were insulting to the palestinians	0
still prefer	1
without too many difficulties	1
is critical	0
alone	0
took to the streets	0
protest	0
to deny	0
deliberately withholding food	0
calls	1
scenes of destruction	0
terrorists believe that anything goes	0
pick up some tube time	0
could not have wished for a better situation	1
