document	label
reassured	1
dismisses	0
axis of evil	0
could not take any risk of ruffling the republicans	0
appease	1
promised	1
massacring thousands of innocent people	0
if one goes by the us logic , only the us spy plane is permitted to spy at other people's doorsteps	0
suggests a return to the old days	0
widened	1
if i let it get to me	0
even committed such an atrocious act	0
but not democratic legitimacy	0
will not succeed	0
axis of evil	0
it continues to twist the logic of things by turning a blind eye to israeli murderers and describing palestinian victims as terrorists	0
continue to obstruct	0
inflicted nuclear disaster on humankind	0
peaceful	1
not immediately denouncing	0
the wrath of	0
support	1
antagonism	0
denounced	0
never gave us politicians the right	0
his victory was a triumph against the west and whites	1
accused	0
rejected	0
better - than - expected response	1
would consider	1
disagree	0
plan	1
want	1
would complain	0
had indeed brought it on himself	0
the worst crisis	0
hate	0
rubbed their palms at length	1
insufficient mortgage loans	0
civilized	1
support	1
complaints of	0
did not intend to ratify	0
feels	0
in admirable harmony	0
impinge	0
memorandum of protest	0
openly invited	1
has been finding it extremely difficult	0
neither free nor fair	0
accuses	0
echoed	0
it can not be taken into consideration , as long as the war against terrorism is far from over	0
places strains	0
challenged	0
begin to feel	1
struggling to merely distance themselves	0
to assure	1
suggestions	1
can not make more concessions	0
legitimate national rights	1
enthusiastically	1
unfounded allegations	0
in support	1
have screamed	0
punish	1
urges caution	1
completely closed the door	0
in chain to another side of the globe	0
clucked and shook his head	0
it is a sign of serious economic trouble	0
defended	1
relished the role of cassandra to the philippine national police	0
to set priorities	1
the most fraudulent , terrorist and extremist	0
dressings down	0
discontent	0
imposed on the palestinian people by force for more than 34 years now	0
good reviews	1
hope	1
are tired	0
remains optimistic	1
confidence	1
threatened	0
excuses	0
repeatedly accused	0
killed and injured thousands of innocent afghans	0
criticisms	0
the outrage	0
vicious remarks that called	0
accusations	0
aggressively	0
sided	1
is self - inflicted	0
would be targeted one by one	0
concerned	0
reticence	0
suffering	0
promises are cheap	0
illegal combatants	0
had the illusion	0
very despicable act	0
arrogance , discrimination and injustice	0
casting dark clouds	0
is giving a hearty thumbs up	1
not happy	0
can not imagine anything as beautiful as that	1
continue to close ranks behind	1
its self - seeking manipulation	0
would not accept	0
know	0
fear	0
through a crafty ruse	0
in the face of	0
cooperate	1
soul - searching gratitude	1
axis of evil	0
should not tolerate	0
set out	1
more leisurely	1
ridiculing	0
stolen	0
only one single	0
would not interfere	1
if i do not save them , i do not save myself	0
continue to strengthen	1
stands in brutal contrast	0
scares away	0
troublemaker	0
forbids	0
freedom and independence	1
harms	0
at last	1
not regular patients	0
will contaminate	0
proud	1
ruinous mistake	0
supporting	1
interests	1
oppressive measures and activities	0
to think	0
rejection	0
build understanding	1
bold	1
invitation	1
systematic campaign of violence and intimidation	0
will complain	0
their aggressions	0
are a little testy	0
an excuse for repression	0
the protests	0
refusing	0
neither very complicated nor very expensive	1
this is a question of	0
have saved all of their praise	1
america's biding	0
grave violations	0
radical responses germinate	0
favored	1
not prepared	0
failed	0
recognizes	0
desperate tableau	0
support	1
disagrees	0
ardent desire	1
creates the impression	0
most cost - effective	1
threats	0
tragic and shocking	0
dire possible consequences	0
supported	1
rope in	0
to seek help	1
advocated	1
seems	0
took such a concerted stance critical	0
have criticized	0
chavez was right	1
accused	0
the objections	0
harmed	0
stand firm	1
have also criticized	0
gives new life	1
thugs	0
disapprove	0
not	0
warned	0
would want	1
pledged	1
so - called	0
a significant and successful strike	1
above all contradictory	0
try to threaten	0
active	1
keep alight the flame of	1
lack of sincerity	0
illegitimate	0
should raise its voice against	0
systematically wrecked	0
brilliant	1
inefficient argentine automakers	0
denunciation	0
are only	0
smear tactic	0
put an end	0
secret	0
resignation	0
spirited away	0
however	0
violates international agreements	0
considers	0
denied its citizens their legitimate rights	0
wished success	1
at least	1
assassinate	0
was remarkable	1
apathy	0
unrealistic stand	0
wish	1
refused	0
a human virtue	1
do n't want	0
considerable support from	1
for no reason	0
as a vehicle for increasing personal popularity	1
veils his fears and traumas	0
get excited	1
rankles	0
attitude	0
had urged	1
wish	1
endorsed	1
decided to punish	0
denying	0
even impossible	0
marred by state - sponsored violence	0
won the assurance	1
marred	0
was boycotted	0
was also quite naive	0
can never forget	0
poor	0
willfulness	1
have been built specifically to terrorize the population	0
does not desire	0
feel very strongly	0
the further	0
to describe	0
agree	0
little to offer	0
now is not the right moment	0
willing to die	0
does not support	0
rather tarnished	0
praised by	1
staying	0
has shown effectiveness	1
have taken a disastrous toll	0
very , very minimal	0
support of	1
do n't want	0
unclear	0
pretend to be	0
has never tried	0
the same unilateral policy	0
urged	1
failure	0
as if everything there were going fine	1
reduced to objects	0
charged	0
supported	1
better way forward	1
is her nemesis	0
legitimate	1
lack of religious freedom	0
promising	1
violations or shortcomings	0
sacrificing	0
prevent any hope	0
success	1
the doubts	0
will try its best to persuade	1
believes in	1
refusing to restate	0
work with all my might	1
glib	0
have been hollering	0
would have a better idea if	1
has come out in support	1
allegations	0
think	0
demonstrations against	0
by force	0
axis of evil	0
helped argentina dig itself into a deeper hole	0
gives constant demonstrations of discontent and irritation	0
peaceful	1
further damage	0
cost - effective	1
feel	1
locked in a verbal war	0
deliberate	0
major force of anti - terrorism	1
who were deprived of the minimum political and human rights	0
delivering further criticism	0
an uneasy atmosphere reigns	0
nuclear club	0
climate of insecurity	0
the latest intimidation intended to steal the election	0
warning	0
bloody riot	0
this is our major concern	0
does not want	0
ideology was explicitly embraced	1
menace	0
inhumane	0
very obviously	0
not be condoned by	0
suspend	0
like	1
positive and optimistic views	1
treated well	1
urged	1
opposing	0
has been on edge	0
do n't deserve	0
so far	0
alleged rigging	0
were protesting	0
absolutely inadmissible	0
terrorist allies	0
of more	0
new political perspective	0
our renegade province	0
plan	1
because he is not part of the non - wasp humanity	0
was willing	1
retreat	0
a power	1
axis of evil theory	0
disadvantageous situation	0
trying to move the goal posts	0
placed hopes	1
plan	1
reclusive `stalinist' state	0
in protest against	0
negative reactions	0
concern	0
very strong sense	1
decisive influence	1
entitled at all times to decent treatment	1
to express satisfaction	1
has voiced his approval	1
bellowing	0
violence and intimidation	0
the magnitude of the threat they pose	0
unlimited capabilities	0
only a fraction	1
his axis of evil remark	0
anti - terror	0
injustice	0
rediscovered	1
is asking	1
that limbo	0
honored his commitment	1
strong opposition	0
they're terrorists , they're murderers	0
anti - bush hot winds	0
the plotters	0
all by himself	0
respect	1
did not agree	0
we should the use the current to our mutual benefit	1
satisfied	1
put off	0
will be even keener	1
bitter experience	0
undermining	0
political cynicism	0
of all things	0
ending	1
to be wasted away	0
are completely untrue	0
a war criminal	0
further criticism	0
better suited	1
desire	1
an unambiguous message	1
too harsh to be tolerated	0
depends on	0
has accused	0
for the first time	1
simply a blatant act of the world's worst rogue state to do someone harm	0
one of the most dangerous places on earth	0
in a way that can not be taken seriously	0
removed from the reality	0
hollering	0
in the hands of the forces of money	0
support	1
had agreed	1
has offered unequivocal political support	1
terrible	0
decisions	0
hope	1
responsible for the country's problems	0
whose hair is not blondest of the blonde	0
had no sooner warmed the coveted seat	0
not stained with blood	1
psychological sense of isolation , domination and futility	0
problem	0
unimpressed	0
is to allow the growth of a dangerous focus	0
has rejected	0
perception	0
axis of evil	0
too long	0
witch - hunting	0
main supporter	1
deserve justice and to be treated as war criminals	0
infringement	0
seriously	0
little truth	0
staunch supporter	1
anti - iran reports	0
could not have wished for a better situation	1
the desperate fight	0
virtually no attention has been paid	0
complicates any situation	0
refuses to characterize	0
to support	1
were showing their support	1
wants	1
to call on	1
alone	0
in favor	1
throw us from the island	0
enemy	0
pride	1
the short - lived interim president , boss of bosses	0
very simplistic	0
dismisses the notion	1
not my problem	0
will have sown the seed	0
the interests	1
became concerned	0
friendly relations	1
imperialism is the source of war	0
not for skyjackers	0
so - called truths	0
would totally liberalize	0
credited for	1
hand that is stretched for peace	1
great efforts	1
wanted to avoid	0
supports	1
much more can be accomplished	1
clear priority	1
agreeable	1
assassinate innocent activists and citizens	0
builders	1
warning lights are flashing	0
abandon	0
the sole purpose	0
so make that necessary restraint .	0
congratulated	1
has no chance of living and developing peacefully	0
frantically	0
significant restrictions on citizens' rights	0
plight of the palestinians under occupation	0
willfulness	0
will push for	1
may be seen behind terror	0
think	1
the crime they have committed together	0
no decisive action	0
would be accepted	1
would be protesting	0
quite good	1
has put west asia on the brink of another war	0
usa to end inhumane treatment	0
utter defiance	0
free and fair	1
believing	0
condemned	0
weary	0
its intention	1
now broke	0
faces of evil	0
not inclined to give way to rapture	0
the rights and privileges that they would automatically get under geneva convention	0
backing away	0
rejected	0
brutal and oppressive rule	0
is showing signs of disquiet	0
should work	1
came to the support of	1
continued support	1
ghastly and barbaric act of terrorism	0
had assured	1
a stolen victory and an illegitimate government	0
the crisis is in a bind	0
willful expansion	0
uphold	1
object	0
only in retaining power at any cost	0
struggling	0
could bring about a confrontation for power	0
promised	1
great fanfare	0
mounting rivalry	0
may still hope	1
has denied	0
would be a positive development	1
strengthening our economy	1
the status of golden boy	0
if there were serious problems	0
it had to happen and the sooner the better	1
braces	0
favourable comment	1
prevalent assumption	0
very unfavorable impact on relations	0
respecting	1
not honest about championing	0
gives the saudi government its due	1
axis of evil	0
failure	0
axis of evil	0
might	0
called for	1
boycott	0
support	1
suffering from	0
subjected to repressive israeli measures	0
the right direction	1
requests , through a bulletin	0
dissatisfaction	0
thanks to	0
in gleaming suits	0
as a lesson to others	0
are scheming	0
eating away	0
also too much interference	0
the us was the only judge of what was reasonable	0
is realized and the cause of justice wins	1
disguises	0
condemned	0
well	1
threatened	0
congratulation message	1
easily qualify as repressive and violating human rights	0
have formally renounced	0
is accusing	0
perpetrates spiteful conduct of all kinds worldwide	0
rig	0
chaos bordering on a binge of wanton killing	0
has refused	0
wounding palestinians without hesitation	0
but	0
the american vulgarity	0
poses a danger	0
tough policy	0
helpful	1
alleged	0
accused	0
immediate withdrawal	1
put on a spectacle	0
british puppet like tsvangirai	0
impatience	0
hopes	1
major	0
have been growing less visionary	0
best news	1
hapless vanquished	0
never	0
more dangerous	0
support	1
most dangerous	0
allah knows what	0
significantly weakened	0
were opposing	0
according	0
praised	1
being dishonorable	0
a pack of blatant lies and propaganda	0
doubly difficult	0
called	0
tensions	0
sympathy	0
above suspicion	1
satisfied in any way	0
likely to be understaffed	0
like any form of state terrorism	0
support	1
opts	1
uncertainties	0
but not	0
urged	1
strong base for bringing about calm and stability	1
too much blood was shed and much suffering endured	0
flawed	0
cleaved the rift between civilisations	0
reduced to a series of bantustans	0
refusal	0
going to crush my nuts	0
stalemate	0
alleges	0
also unclear	0
almost collapsed	0
was hailed by	1
tensions between	0
early	1
nothing but revealing before the world each and every one of his political immaturity and moral corruption	0
message and warning by	0
are increasingly concerned	0
supported	1
planning called for	1
without exception	0
instead	0
what fate awaits argentina's crisis - stricken economy	0
club gitmo	0
devastating	0
condemnation	0
new milestone	1
feel	0
have watched with chagrin	0
intensified	0
fraud - tainted	0
legitimate	1
should better withdraw its support to the forces of injustice , tyranny and oppression in the world	0
are not sometimes inclined to sacrifice these values for the good cause	0
negative reports	0
widespread problem of torture	0
so - called values of democracy and human rights	0
seriously threatened	0
threats	0
without	0
have the goal of peace in mind	1
caused shudders	0
backed	1
get out ! .	0
criticism	0
axis of evil	0
learnt a lesson	1
wants	1
despite israel's provocations	0
endorsing	1
deformed	0
inevitable chaos and war	0
were blown up by ammunition	0
appears to have opted for solidarity in support of	1
eagerly	0
it is due to this hegemony	0
satisfactory	1
avoid deepening	0
welcome and support	1
retrogression	0
supremacy of	1
rogue states	0
optimistic	1
free and fair ballot will remain a mirage	0
continue to obstruct	0
more sympathetic	0
supported	1
cooperation	1
comprehensively blamed	0
worsen	0
respecting	1
the concerns voiced	0
do n't trust	0
fait accompli	0
great leader	1
worried	0
arrogance	0
totally dominated men deprived of the use of their senses	0
legitimate	1
cherished	1
just the way the prisoners like it back home	0
impossible to achieve coexistence	0
mistreated	0
deserves condemnation	0
abandonment	0
be considered	1
rigged	0
strong objections	0
torture	0
called on	1
wants	1
criticized	0
warned	0
stipulated	0
concluded in its scathing 70 , 000 - word report	0
systematic cheating , spoiling tactics , rigid new laws and sheer obstruction	0
making it easier to stuff ballot boxes	0
reportedly	0
unity	1
absolutely impossible	0
must stop war	0
would not recognize	0
immediately attacked	0
would cooperate	1
do support	1
seeks to hide	0
provocations	0
has struck friendships	1
guilty of using excessive force	0
become a major power	1
peaceful settlement	1
is critical	0
new labyrinths and tunnels	0
meaningless	0
oppose	0
surge	0
can be abated	1
where there are not even polls	0
blatant campaign of violence , intimidation and manipulation	0
at the severe end	0
subscribes	1
surged	1
hard - line	0
free and fair	1
looming	0
demand	1
doing their utmost	1
unlawful combatants not entitled to the protection	0
have been accused	0
rip - off	0
are outraged	0
hoped	1
playing with words	0
abating	1
hardline	0
one common denominator	0
reeked of blood	0
flexible and gradual	1
not intent on revitalizing its economies	0
the most destructive weapons	0
in praise of those 'damn yankees	1
strong support	1
impertinently picking a quarrel	0
have damaged so much	0
sharp divisions	0
still	0
broader cooperation	1
humanitarian spirit	1
unprecedented force	0
warm peace , not a cold peace	0
has pursued	1
would never	0
pretended	0
mimic	0
new beginning	1
sought to ease	1
are also against	0
not only earned a bad name	0
high degree of difficulty	0
power at all costs	0
simply clear - headed	1
has angered	0
hopes that were raised	1
support	1
blamed	0
his band of thugs that have brutalized the people of zimbabwe	0
was committed to protecting	1
was important	1
pretty strong	0
loyal	1
is merely to entertain	0
double standard policy	0
seek liberation	1
the disagreement	0
accuses	0
recognition	1
has but disappeared	0
has pledged	1
did not support	0
clearly undermines	0
wilfully ignoring geneva conventions	0
try to threaten national dignity to the end	0
flawed	0
not putting their letterhead on anything	0
despite	0
seething	0
though mr . tobin has finally mastered the diapering process , his baby who is 15 years old is not amused	0
frightening	0
lost reason	0
would still soar	0
before it disappears	0
have welcomed	1
were even more full of praise	1
even in the midst of tragedy , specially in the midst of tragedy , god is there	1
promotion	1
as usual	0
think	0
angry	0
should take advantage of	1
encouraged	1
implicitly encouraged	0
desire	1
warns	0
has long accused	0
monstrous criminal outrage	0
deemed	0
is partly to blame	0
non - wasp humanity	0
inhuman	0
so - called	0
a country club	0
not the minister's confrontational style	0
no freedom of expression	0
tarnishing the us role	0
keep a distance from america	0
want	1
quiet diplomacy	1
that extreme	0
legitimate	1
against	0
disapproved	0
warns	0
in addition to	0
have been concerned	0
stinginess	0
prejudices	0
having put his life in danger	0
disastrous	0
open to widespread abuse	0
charge	0
blair report	0
abundantly clear	0
worlds cracked apart	0
boasts	1
only ask of	1
wants	1
continued	0
particularly disturbed	0
a vassal state	0
axis of evil	0
deserves whatever he gets	0
because it believes in victory	1
taking issue with	0
is succeeding	0
higher transparency	1
arbiter of democratic legitimacy	1
support	1
accuses	0
excess self - confidence	0
a revolving door	0
unfettered support	1
about cold - blood accomplices to murder , because that is what these al - qa'ida disciples at guantanamo bay are	0
is urging	1
spewed out	0
have not formed a sufficiently strong alliance	0
never allowed	0
confidence	1
voiced his gratitude	1
have all suffered the same fate	0
open defiance	0
doomed	0
legally established	0
intimidation	0
this is a positive factor	1
using violence , intimidation , special laws and dirty tricks to fix the two - day election	0
the worst mistake in the history	0
at the expense of the world's security and stability	0
spout	0
formation of good neighborly field	1
has pointedly remarked	0
intimidate	0
systematically subverted democracy	0
are still worried	0
condemnation	0
the main problem	0
ended successfully	1
no more than	0
needs to discipline	0
willing	1
moments of sheer upliftment and exhilaration	1
cooperate	1
agreed	1
free fall	0
thanks	1
devastating	0
as if it was a greek cypriot republic	0
concern	0
some doubts	0
will have a political burial here tomorrow	0
would press ahead	1
for months	0
duress	0
support	1
blame for this fruitless effort	0
claiming to represent	1
contravenes	0
denied	0
feeling	1
disintegrate	1
warned	0
other so - called civilized nations	0
enormous concern	0
deeply flawed	0
like	1
despite everything	0
with grim determination	0
still going strong	1
hoping	1
suspected	0
predatory behaviour	0
see	0
is considered	0
thought	0
the world's most dangerous regimes	0
cycle of violence	0
brands	0
were at odds	0
interference	0
poor response	0
without room for rigging	1
every oppressive or vindictive israeli action	0
want	1
with much intensity	1
demonstrations	0
resentment	0
protecting and promoting human rights	1
strong commitments	1
blatantly obstructed	0
i'd hate to see who got second place	0
will fight	0
is not inclined	0
great economic performance	1
playing the part of a thug who is feared by all and who likes to punish anyone that complains about his behavior	0
bleeding hearts	0
there should not be surprises	1
ongoing human rights violations	0
can not prevent	1
will be entirely happy	0
have made every israeli an enemy and a target	0
west's failure	0
put his nation first	1
scenes of anarchy	0
declined	0
insufficient	0
attacks	0
was confident	1
be happy	1
sadly	0
substantially free and fair	1
no business	0
only	0
interests	1
impose	0
decided to back	1
disputes between	0
was seen	0
apparently thought	1
sheer lies	0
pretext	0
us - made israeli war machine	0
extremist inclinations	0
scandal of	0
were considered as nonexistent by many countries	0
they are so wrong and far from this reality	0
stick to	1
cautioned	0
these fighters in rags , haggard , who were the survivors of weeks of bombing	0
aggressively harping	0
uplift	1
fails to meet the standard of being free and fair	0
tried to encourage	1
would be handicapped	0
hope	1
neither free nor fair	0
right	1
claims of	0
suffer the consequences of its own economic mismanagement	0
illegal	0
failed to meet international standards	0
destroying	0
has requested	1
neither especially virtuous	0
fraud	0
looked like one of hitler's	0
will have to withdraw	1
does not reflect	0
if it is successful	0
certainly called for	1
crowded , unventilated tents	0
odious	0
no international problem	1
can not be called a democracy	0
dictate	0
explosive move	0
very , very large	1
am worried	0
the abuse of human rights is rampant	0
very pleasant for	1
had become the closest allies	1
promise	1
pinned the tag	0
proof that international law protects human beings	0
most important	1
wants	1
must demand	1
decision to reject	0
neo - colonialist	1
supported	1
opposes and condemns	0
was an affront to the muslim people	0
upped the intensity	0
punishment	0
accused	0
tortured consciences	0
despite	0
evil - doers	0
no to recognition	0
ulterior motives	0
pretext	0
war on terror .	0
force us	0
massively rigged	0
those digging graves for others , get engraved themselves	0
has called for	1
support	1
issued a statement denouncing	0
were callous	0
surrounded to the point of strangulation	0
spirit of cooperation and understanding	1
so - called war against terrorism	0
dangerous terrorists	0
support	1
biased propaganda	0
assassin	0
a oneness	1
branded as evil	0
fear	0
fattening	0
critics	0
joined in a giant protest	0
labeled	0
the money well spent	1
axis of evil remarks	0
anger	0
have the final say	0
irresponsible saber rattling	0
totally dependent	0
completely isolated	0
was disappointed	0
between civilization and barbarity	0
his dynamism is an asset	1
charges of	0
excellent	1
called on	1
gently balked	0
is also working to push	0
foretaste of resistance	0
short - term pains will eventually pass	1
the lobbying	1
refused	0
hope	1
to cut costs	1
feared	0
a number of excellent	1
fundamentally can not accomplish anything	0
not adequately free and fair	0
making remarks unfavorable	0
did not recognise	0
are worried	0
accuse	0
leading a racist campaign	0
world's most prominent self - styled palestinian refugee	0
grand strategy to target	0
particularly affected would be	0
breeding ground	0
intentions	1
victorious	0
upheld	1
doubtful	0
will die	0
acknowledged	0
neither	0
moreover	1
a rebel province	0
treason	0
summits , '	0
were easing	1
product of `western biased	0
no doubt	0
perhaps the international community is right	1
lack of understanding and tolerance	0
refusing	0
inhumane	0
endorsed	1
violates	0
more comfortable	1
only solidarity and generosity	1
issued the fatwa	0
valiant people	1
spew	0
to invite	1
continues to seek	1
incredible damage	0
playing with fire	0
excuses	0
fairly sophisticated	1
just , legitimate rights	1
nasa has to clean up its act	0
urged	1
that axis of evil statement	0
would be completely blocked	0
threatened	0
wants	1
unpopular	0
they should be more circumspect	1
to live in friendship and cordiality	1
a pariah	0
obvious concern	0
has formally recognized	1
concerns	0
just as soon avoid	0
finally rewarded	0
will be able to handle any kind of incident	1
stands on the israeli side	1
being deterred	0
appear to make it easier to rig the vote	0
were also appealing	1
tone down	1
to fight against international terrorism	0
protagonists of a prospective clash of civilizations	0
narrow	0
not viable	0
are extremely concerned	0
is intolerant	0
mix up	0
fear and intimidation	0
very odd	0
are confident	1
urgently necessary	0
always above everything else	0
widespread use of torture	0
that sort of trust takes several years , if not an entire generation , to rebuild	0
free and fair	1
accomplishment	1
perfectly well	0
largely satisfactory and transparent	1
far less than	0
complaints	0
more muted and often self - satisfied	0
desirable	1
this objective	1
considered	0
lumping	0
the important point	0
abandoned	0
have responded in favor	0
may be disconcerted	0
purported	0
criticized	0
accepted	1
promised	1
would contribute	1
care very little	0
oppose	0
mounting concerns	0
vowed	0
gaffe	0
more impossible than ever	1
dissatisfied	0
its support for	1
provokes	0
worry	0
applaud everything	0
undemocratic	0
inalienable palestinian rights	0
another dangerous signal	0
wrong	0
credible	1
extremely well prepared	1
play its trump card	0
does not follow	0
clinging to a new conspiracy	0
supports	1
prejudged	0
at the expense of	0
warned	0
continued violence and aggression	0
going haywire to dominate the world	0
dangerous individuals	0
heavily damaged	0
sponsor terrorism	0
admittedly	1
responsible for zimbabwe's crisis	0
opposed	0
a long road ahead of us	0
injustice can not last long	0
unjustified escalation	0
refuses to recognize	0
navigating uncharted waters	1
can never remove the shackles of repression	0
very honor	1
to the detriment of brazil	0
became an enthusiastic member	1
should help put people's minds at ease	1
could no longer tolerate	0
cautioned	0
an implacable force	0
expressed support	1
squeezing	0
are committed	1
suggested	1
grand strategy	0
respecting	1
eradication	0
learn to accept	1
frighten tourists and investors away	0
was particularly disheartening	0
most promising	1
if one prefers	1
would be badly militarized when	0
we can not allow	0
communal flames	0
lashed out	0
led a move to suspend	0
has demoralized and corrupted	0
pronouncement in favor	1
all kinds of vicious	0
raised expectations	1
celebrated	1
support	1
monstrous inhumanity	0
makes no bones about considering	0
threatened by	0
strong support expressed	1
inevitably succumb	0
immediately lapsed into hysterics	0
very frightening	1
intimidation	0
disappoint	0
has riled	0
aim	1
either you are with us or you are with the terrorists	0
a row	0
fairly strong	1
confined to minute cells	0
willing to escape , to kill themselves and others	0
have pleased	1
legitimate	1
dialogue and coexistence	1
this would of course require advanced technology and great cost	0
the legitimacy	1
was deemed	0
condemnation	0
other aggressive acts against lebanon	0
wanted to ignore	1
axis of evil	0
will prove respect for human dignity	1
hailed	1
progressive	1
so - called	0
social explosion	0
it is pure rhetoric	0
fear and tension	0
is an unpopular means because	0
threatens	0
bring the government down in turmoil	0
appropriateness of antagonizing	0
gross violations	0
same shit , different day	0
endorsed	1
occupy illegally	0
stated repeatedly	1
colonialism	0
absurd	0
immediately	1
accused	0
alone	0
picking on	0
transmit	0
steel cages	0
chain reaction	0
to threaten the stability and security of the world	0
is determined to pursue	1
would not be a bad idea	1
grown too tired	0
free and fair	1
dragging its feet	0
well - organized participation	1
supporter	1
like hitler's threats	0
transparent , credible , free and fair	1
again triggers the red light	0
sound	1
very serious threat	0
it's really strange	0
thugs	0
dominant	1
opposed	0
double crime	0
described	0
spirit of the geneva convention	1
may not receive a fair trial	0
enemy	0
the illusion	0
violence	0
a sense of unity and purpose	1
demonstrates strong commitments	1
provocative	0
erroneous	0
view	0
rigged	0
can never be just one guilty party	0
favours	1
by force if necessary	0
is feared	0
forging its own way	0
will accept	1
would not	0
once again	0
denied	0
appeared ready	1
koizumi say 'no' to bush : stick to kyoto protocol	0
farcical - yet - provocative	0
outrages	0
oozed confidence	1
the impression	0
to understand	1
unable to show a modicum of internal political discipline	0
voluntary	1
frozen out of the aftermath	0
that regard	1
intolerable	0
was emphatic	1
have angered	0
such fruitful results	1
took tolls of women and children	0
finally started tumbling down	1
the biggest	0
mixed	0
mate up	1
even more difficult	0
pent - up opposition	0
pet theme	0
the only winners	1
getting mixed up with crime , drugs , and violence	0
recognition	1
conflict of interests	0
failure would be a foregone conclusion	0
add fuel to the raging fire	0
furthermore	0
independent	1
could cause serious damage	0
are not to be treated like those jailed by the u . s .	0
approved	1
axis of evil	0
attempts to suppress	0
this is no reason to be optimistic	0
peaceful settlement	1
have made clear their stand against	0
appreciation	1
rejecting	0
criticism	0
supports	1
has to be maintained at any cost	0
violating	0
orders stretching all the way back to the oval office	0
functional anti - us entity	0
even more serious	0
boasted	1
artificial	0
recognizing	0
stolen the election	0
launched a stinging attack	0
one - sided	0
even more meteoric	0
prime targets	0
many mistakes	0
downgrading	0
calling for	1
like when one loses one's virginity and the only solution is to enter a convent	0
cooperated closely	1
the plight of prisoners and politicians	0
acted in collusion	0
opposed	0
hostility	0
claimed	0
axis of evil	0
have no intention	0
preposterous	0
want	1
terrorists	0
still committed	1
called for	1
urging	1
defiant view	0
inevitably	0
there is irony - - including from the sober	0
seeking to mend fences	1
found itself literally in the plight of a punching bag	0
unfortunately	0
favored	1
without room for rigging	1
nod to	1
been eaten by the minotaur	0
wish	1
support for	1
several occasions	0
whose eyes are not bluest of the blue	0
impatience	0
number one country	0
this enormous difference is not enough	0
would have lent a noteworthy twist	1
excessive	0
sobriety	1
promote meetings	1
legitimate	1
warned	0
they get fed better than us	0
fulfill its pledges	1
only because	0
subjected to sensory deprivation	0
collapse from within	0
kennels	0
desire	1
questioned	0
concrete support from	1
violated	0
plans	1
being staged under the guise of an election	0
ridicule	0
is not a good deal	0
goes against the facts	0
have hotly denied	0
smoothly	1
unconditionally	1
refuse	0
a great political triumph	1
kept things vague	0
sought	1
the last supper - - it is zanu - pf's final feast	0
lecturing	0
could n't care less	0
have courage	1
warn of	0
is worst	0
interfere	0
wrongful and illegitimate	0
declined	0
considered	1
urged	1
successful	1
shook	0
has threatened	0
setback	0
reined in	0
struggled to defend	0
spells serious trouble	0
absolutely not permitted	0
want	1
topple	0
such a criticism	0
groundless	0
charges	0
could fray the bilateral goodwill	0
criminal administrations	0
concerns of	0
safeguarding peace and security	1
failed to provide any evidence	0
no one , however , is giving a hearty thumbs up to mr . tobin	0
hoped	1
voted	1
so - called	0
picked a quarrel	0
hurt	0
let us hope	1
urged	1
unavoidable	0
humanely	1
certain apathy	0
can contaminate	0
seeks	1
alarm	0
called on	1
necessary evil	0
dignified	1
charging	0
mdc sympathies	1
strictly abide	1
understandable	1
has not been accepted	0
spurning	0
military adventurism	0
obsolete	0
effectively rebutted	0
biggest electoral fraud	0
predicament	0
projection	0
psychology of maintaining us supremacy	0
telling	0
testimony of	1
positive	1
breast - beating	0
certain excesses	0
distortion of reality	0
is accused	0
suffered persecution	0
only half as wild	0
sound the alarm	0
is due to its relations with the global economy	0
cold war labeling	0
the protest	0
virtually nothing	0
urged	1
can support	1
will now agree	1
demand	1
threat to france's ethic and religious minorities	0
as evil	0
would want	0
harsh criticism	0
demonstrations	0
guaranteeing peace , security , and stability for all nations	1
intensive efforts that our big sister , egypt	1
deprived arab land	0
am sure	1
would like	1
turned him down	0
claimed	0
would exert excessive influence	0
interference	0
cages which recall 'hotel hanoi'	0
should find it gradually easier	1
israel be harshly condemned	0
congratulated	1
shallowness of his commitment	0
would support	1
glorious past	1
is diametrically opposed	0
congratulations	1
allegations	0
imperil	0
to the president's misfortune	0
as bad a human rights record as	0
would therefore be appropriate	1
allow for a semblance of a free and fair ballot	1
slight confusion	0
is charged	0
should take every single step carefully	1
can no longer stand shoulder to shoulder	0
will not	0
pleasant personality	1
do their best	1
concern raised	0
refused to apologize	0
interest	1
importance of	1
will surely be on the president's lips	0
is happy to see	1
will	1
abandon its one - sidedness	0
an affront to palestinian , arab dignity , and international justice	0
upholding	1
in protest	0
proposals	1
even more competitive	1
not favored	0
an ``axis of evil	0
wisely	1
considers	1
by any means	0
refusal	0
crush us at all costs	0
realise	0
public curiosity	0
enjoys no social base	0
were also uncertain	0
unfair	0
criticizing	0
more complete	1
suffered	0
were immediately contested	0
refusal	0
approval	1
violent protests	0
wwanted	1
bad news	0
accused	0
soured relations between	0
expresses its discontent	0
old bullying	0
ploy	0
deeply flawed	0
widespread debates against	0
other goals	1
continues to call for	1
best piece	1
validates	1
as if our country had a human rights problem	0
will circumvent	1
expressed their satisfaction and support	1
undermining everything	0
want	1
second side in the us axis is israel	0
disagreements	0
thrust into its worst crisis	0
went along	0
is not a good neighborly field	0
high time	0
bigger than jesus	0
respecting	1
readiness to establish ties	1
gone farther and farther	0
is becoming increasingly reckless	0
