document	label
it is easy enough to use for a beginner like me but it has plenty of features for me to grow into .	1
i did like the heft of the machine .	1
i had a sony ericsson t610 before this and the t610 is far inferior .	1
after multiple tries , one of the disks was finally recognized but video was poor and features not available .	0
since zen does not have an external antenna it has some problems catching weak signals but it works .	0
after considering my needs further and researching the marketplace , i decided on the s100 .	1
the soft start is a tremendous help for this type of operation .	1
while i 'm not too keen on their customer service ( none of the products i have from creative have given me issues ) , i can definitely recommend the zen micro for the simple fact that it does exactly what it is supposed to do and more . . . without needing any of the extra hype except word of mouth .	1
i read many reviews on norton i . s . 2004 from a variety of sources ( cnet , amazon , message boards ) and came to the conclusion that nis 04 was a terrible product and not worth the update .	0
nokia makes a great phone , that 's clear .	1
all my questions or problems have been quickly and satisfactorily resolved .	1
setup is totally breeze and linksys 's web site is pretty easy to navigate .	1
the flaw is inside the zen .	0
ultimately you will learn just how bad nokia is , and why their recent loss of market share is so utterly deserved .	0
shortly after i brought it , the plunging shafts started sticking .	0
i love having the option to manually control the f-stop , shutter speed and even focus .	1
it works great , i am usually at the full 54 mbps , although every now and then that drops to around 36 mbps only because i am 2 floors below where the router is .	1
"my sd500 focuses flawlessly , does not "" whine "" during video , and my pictures are razor sharp ."	1
"at first i thought it is only a isolated incident , but i was proven wrong when the player would not read my "" alias "" dvds as well ."	0
at first i had a problem with some smell , then i realized if you flip the lid back and always keep the same side facing in - then there is no smell at all ! .	1
for the price , it 's a very nice dvd player .	1
we resorted to using small plastic bags to store the dirty diapers and dumping them in a trash can and using the diaper champ for wet diapers only .	0
i 'm easily enlarging pictures to 8 1/2 x 11 with no vi sable loss in picture quality and not even using the best possible setting as yet ( super fine ) .	1
i also own a canon digital rebel and i agree that the advanced controls on the sd500 are not as robust , but overall picture quality goes head-to-head with the digital rebel .	0
the downside being that the tito can only connect at 802 . 11b speeds and not 802 . 11g .	0
there are some features in the user interface that i find a little inconvenient .	0
1 ) player is not plug and play - need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it .	0
i can connect to my computer via bluetooth to transfer images , calender events , contacts and anything else .	1
feels solid in hand .	1
in short - nokia themselves don 't know that this phone doesn 't work with the palm , and if you don 't heed my advice you will spend hours with technicians around the globe reading from scripts , chiding you in broken english for not following their directions exactly .	0
the software is not good either and the driver has trouble working with other sound blaster products , which is very dumb .	0
i didn 't have any major problems installing this software .	1
the adobe software also was wonderful in 98 but it will not let you print correctly with xp so you are forced to create your document then either print it from windows or export it to another application .	0
this simple nuance was too much for nokia , and they still refuse to acknowledge the fact that their technician could have broken the phone or repair the phone for free .	0
although the nokia 6610 is a little short on the features department , it is an outstanding piece of hardware for doing what it was primarily meant to do : to be a wireless telephone .	1
even on the low sensitive level , a slight touch can skip or pause the track .	0
"if you call apple and tell them your ipod has been damaged , they charge you roughly $105 . 50 per minute and blame you for "" abusing "" your ipod ."	0
plus , if you order from amazon . com , they will exchange it for you no problem .	1
you have to press the buttons hard and frequently i end up pressing enter when i meant to scroll .	0
unfortunately , the player would not read any of my region one dvds . even though they were not damaged in any way .	0
the headphones are not very comfortable , but most people have a certain style they like so just go buy new ones or keep the ones you have .	0
the transmission speed is also quite good , with pages loading very quickly .	1
well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket .	1
the loud speaker function on the 6610 is great because you do n 't need to put your phone right next to your ear to talk .	1
it does not have an auto-focus assist light which is nice for taking shots in low-light situations it allows the camera to focus in low light .	0
it 's oval and . . . nice .	1
games kind of stink and you cant download them you have to get the link cable to get additional games .	0
another problem i had with this camera was the zoom function .	0
3 ) the case hides the display - you have to open it to see what you are doing .	0
i , as many others , have waited for many years for the convergence of price , features , size and ease of use to hit that happy center point .	1
the only thing missing is an option to adjust the balance .	0
- the unit is easy to use and intuitive .	1
- the unit itself its well structured , with just the buttons you need and none you do n 't .	1
it 's a very intuitive program .	1
if i had to do it over , i wouldn 't buy anything else .	1
have tried to contact apex via e-mail ( customerservice@apexdigital . com ) , but the e-mail address is not valid .	0
despite a critical start , this phone deserves four stars because it accomplishes what it sets out to do ( which is pretty lofty ) . . . does more than most . . . does it well . . . is dependable .	1
once you set it up , it 's great .	1
it 's easy for beginners to use , but has features that more serious photographers will love , so it 's an excellent camera to grow into .	1
"i have had no problem either with backward compatibility , in that the "" mixed mode "" feature lets you both 54 and 11 mb cards off the router ."	1
i was some what sceptically when i seen the price deference between the other makers of comparable hp .	0
both the on/off switch ( soft start ) and the depth lock are within easy reach of the right hand .	1
it 's easy .	1
the free ( i didnt know they still did that ) carrying case is really protective , and to me its the only accessory you need ( except good headphones ) .	1
well , it was nice while it lasted .	1
the ringtones included are awesome , and did i mention they were polyphonic ? .	1
the buttons are easy to use , and its easy to navigate .	1
wish i could give it 4 1/2 stars .	1
cons : no am/fm radio tuner -- something a large number of compete tors are doing	0
when it 's working , it 's great but it is very temper mental .	1
it is hot enough to be annoying .	0
2 ) the player user interface ( ui ) is intuitive to use , and allows easy navigation of a large or small collection .	1
the screen is quite big ( between all hand phone ) , but the just about 65000 color .	1
3 ) the champ is odor free for at least 15 months .	1
it is currently permanently mounted ( 3 years now ) in my router table and will most likely stay there until its shot .	1
the dvd player is fine .	1
this is probably your best bet if you are looking for a phone in this price range , or like me , do not have the patience to deal with annoying flip phones .	1
new cds almost always began skipping after a few plays .	0
it works easily with one hand , which is important .	1
i have had the nomad jukebox for about three weeks now , and i am very happy with it .	1
it 's easy enough to pop it open to see what song you 're listening to .	1
built like a tank , yet nimble enough to be comfortably used with the leigh dovetail jig .	1
this one has a good looking .	1
the instant setup button in the front of the router messes up the network it is better to configure the router manually .	0
i noticed that the micro adjustment knob and collet are well made and work well too .	1
the volume key can be hard to press , but i think this may be by design rather than a flaw , perhaps to keep you from pressing it accidentally when you are in a call .	0
the high resolution screen is easy to read and has a backlight .	1
- equipment included is average , but that is n 't a big deal since thats not what you are buying it for .	1
to install that version you have to uninstall from the window registery anything called symantec or nortron , . . . also from the common files in the program folder the symantec folder has to be deleted .	0
the picture quality surprised me , when i first saw this camera i saw how small it was an instantly assumed that the picture quality would not be good -- but i was wrong ! .	1
i would recommend this camera unequivocally ! .	1
2 ) the body construction - buttons , casing , etc , are too plastic .	0
mine is as easy to use as the mini without any firmware download .	1
it 's cute as anything and the glowing blue led looks super cool around the edges .	1
since i use it in a table , i don 't use the plunge feature , but if i ever need it i 've got it .	1
you won 't need to update your firewall and antivirus separately or install two disks .	1
however , this product performed well below my expectation .	0
the plug er gets stuck & you have to manually extract the mess .	0
i also tend to like the sliding cover/on switch found on many compact ps cameras since it 's much faster and easier to power on if you need to take that instant shot .	1
7 ) chic look and good build - the player comes in a compact form with a metal face plate .	1
the sound quality is very good .	1
they made the other end of the camera flat so you can put the camera upright on a flat surface if you don 't like to take the usual horizontal pictures using the self-timer .	1
first of all , i 've never been big on earbuds - they 're just not that comfortable .	0
i love this camera ! .	1
also , for those that complain that the diaper champ isn 't as effective as time passes , keep the following in mind : as babies get older , their diets changes ( aka solid foods ! . ) and so does the smell of their diapers ! .	0
yes , the picture quality and features which are too numerous to mention are unmatched for any camera in this price range .	1
one little minor flaw with this camera is that the lens is visible in the viewfinder , but does not detract from the image at all .	0
yet after ensuring that all the id3 tags are in order ( with the software which is actually not as bad as people make it out ) it actually turns out to be really handy .	1
the ones i 've kept ( porter cables , dew alts , bosch , and this hitachi ) have proven their worth over the years , however , when i need a real workhorse , i grab this router .	1
software definitely sucks , hangs up my notebook about half the time , but i do n 't mind buying notmad .	0
the music plays awesome , never skips , even if u run for a bit , so you can listen to music without interruption .	1
another thing you should know , the metal on the flip side of the ipod is very tacky , and scratches very easily .	0
i think that for its price compared to the ipod the creative zen is pretty good .	1
pros : huge storage capacity for the price , easy to navigate , can modify existing playlists on the fly , has a removable battery	1
it is very easy to change bits without removing the router from the table and the shaft lock works great .	1
it is slow to initially start up , but once it 's turned on , i 've never had any complaints about the speed .	1
there is no photo viewing option , however , there is a 20 gb photo ipod , but it costs $20 more .	0
cranking the master volume level up past the mark of the bar only leads to distortion and compromised sound quality .	0
the leather case it comes with is pretty nice , similar to a pda style case and does hold and protect it perfectly .	1
nokia makes great phones , and this one is the cream of the crop .	1
oh . . . and file transfers are fast & easy .	1
i get to chapter 34 and everything freezes ! .	0
the 6600 has more amenities than most - world phone , camera ( vga/zoom/night mode/timer ) , video ( w/ audio & zoom ) , speaker ( good sound ) , bluetooth , infrared , modem for computers , electronic wallet , internet access , calendar , calculator , converter and more .	1
* software is absolutely terrible :	0
great sound , very long battery life ( i routinely play it for 12 + hours ) , very fast recharges rate , removable battery , storage size , nice screen , firmware updates , and great price .	1
the good : small size ; . durable-seeming metal case ; . easy to use ; . visually distinctive ; . good picture quality ; . fast usb connection ; . mostly intuitive operation ; . really cool photostitch software that knits pictures together to give wide panoramas .	1
. lens cap is a really annoying	0
bottom line : if you value excellent sound quality and the ability to use music subscription services , and are willing to deal with the possibility ( not the certainty ) of setup gremlins , by all means get the zen micro .	1
so far ( 3 weeks ) , we 've had no problems with the diaper champ at all .	1
what got me to buy was the reviewer that said it would play dvd-rs fill of files ( e . , mp3s ) .	1
the hot shoe flash attachment allowed me to buy and use a sophisticated flash unit :	1
i must say , this one is quite slow to open an application .	0
the interface , while a bit confusing at first , is very easy to navigate after about 15 minutes .	1
it had issues right off the bat , with freezing up , staying in 'shutting down ' mode , and just not functioning very well in general .	0
and the remote is cheap and ch easy - not sure how long it 'll last , but for 50 bucks what the heck ! .	0
perfect size ! . beats the competition by leaps and bounds .	1
nokias have always had good sound quality and this is no exception .	1
"i thought given all the "" 10 "" reviews about this camera that i would buy it in spite of being a bit pricey ."	0
on occasion i 'm not able to connect to the phone with isync via bluetooth but i found that rebooting the phone seems to solve this problem .	0
1 . the diaper champ doesn 't require special refills that are expensive and hard to find ! .	1
installation was as near automatic as can be .	1
my only significant complaint is sound quality .	0
the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx 's green backlight did .	1
it 's really well made and has survived sliding across floors and pavement without a scratch .	1
first , i have to say that i have never had the slightest problem with this camera or the software .	1
it 's kinda heavy , kinda like having a walkman .	0
it surpasses my greatest expectations in a 4mp camera . .	1
at 128 the songs sound very good .	1
its just as fast as the included creative software , but much less invasive , and overall better looking .	1
the sliding latch is does not stay in place .	0
the construction of the player is the cheesiest i have ever seen -- the front panel refused to clip in correctly , leaving a noticeable gap between the panel and base of the player .	0
the wizard is particularly sinister .	0
the 30gb zen xtra rocks my socks , spills my beer , but does n 't wash my car .	1
the fit and finish of the product is first-rate .	1
i find it pretty easy to use . . . and unlike the remote interface for the audigy 2 nx ( on the pc ) . . .	1
2 ) storage capacity	1
the one and most major thing that i was disappointed with , in this player , is the battery life .	0
the included headphones suck , so get your own .	0
the battery life is not that of the casio 's but its good and your going to get better pictures in my opinion with the battery life you've got .	1
while light , it will not easily go in small handbags or pockets .	0
don 't use them , so i delete them for addle space .	0
"it would just spin up and stop , and display "" no disc "" ."	0
overall , i highly recommend this phone .	1
update i knew that i loved the champ , and using the diaper genie at a friend 's house really reinforced that ! .	1
for purposes of clarity , here is my review from that product , edited to be appropriate for this product , since , for the most part , they share many of the same problems .	0
after 10 years , i now downloaded mccaffee 's product after calling their support . . . . they answered quickly , and for free , and were very helpful .	0
i 've only had this camera for a few days , but it 's been great .	1
but , dollar for dollar , this dvd player is probably the best out there .	1
because of it 's hidden features ( no macro vision , non-regional ) i keep this baby around to watch non-american region dvd 's .	1
it would have been much nicer if it had a window so you could see the screen , and if the button did n 't cover up the ac jack .	0
am i ever glad that i decided on this camera ! .	1
- the software that came with it was tough to load .	0
i also wanted to switch to broad com hardware ( which the linksys uses ) because my wifi menisci card in my dell laptop with lucien silicon in it used 70% of my 1 . 2ghz laptop 's cpu when using the wireless at full speed .	1
"they said they would refund all the money , but a month later , they tell me now the back-up disc is not refundable as its cost is purely handling and shipping - $15 to "" handle "" and ship a cd ? . -- and they have been indignant and combative on the phone and in emails ."	0
well , i have an ipod mini - and i really like it , but all in all , i like the zen micro more .	1
when you learn how to change some settings , you can make the quality even better	1
i must have differing preferences than others here , as i prefer the supplied earbuds to the sony 's that i thought sounded good on other players .	1
well flash photos are never great , and there was still a lot of noise .	0
the phone is very light weight .	1
the main advantage of this system over its predecessor is the ability to open a wider pipeline between clients .	1
this wonderfully small digital camera produces fantastically good pictures printed on any decent photo-quality printer ( with photo quality paper ) .	1
i tried to do this by instinct and it 's not intuitive unless you are a network geek .	0
i selected the 4300 right away and have gotten high quality pictures every time .	1
imagine my disappointment , though , when the zen micro proved able to play only the mega-strongest fm signals in my area .	0
technology wise , i think this is awesome plus the speaker makes it even great ! . ! . ! . ! . i love this phone ! . ! . ! .	1
the size is tiny , which i love .	1
but the sound is very good ( and loud ) and works well on my portable speakers .	1
the color screen is a plus , as are the polyphonic ringtones .	1
the camera 's a work of art / science -- that 's understood .	1
my gut tells me the nomad will in the long run be , at best , a 40gb portable hard drive , albeit one on which i can 't create folders , or , at worst , a very expensive lesson in companies never to buy products from again ( i have their audigy sound card and find it in many ways equally frustrating ) .	0
the linksys technical support site has nothing about configuring the router for use with a mac .	0
all in all this is a 5 star piece of equipment .	1
the optical zoom is awesome , and the viewfinder reflects the settings of the zoom .	1
goes ~3 days after a charge .	1
after using it , i found the size to be perfect for carrying in a pocket .	1
the problems i had installing norton extended way beyond what symantec should reasonably expect the public to deal with .	0
also , diapers tend to stay in the middle , causing the pail to get backed up .	0
the big backlight makes things easy to see , and the writing is big enough for people to see .	1
1 ) fragile ( i broke the 1st one within 10 days )	0
the photos in the address book are terribly scaled too ; . they look as though they were built out of lego's .	0
last , i find the price a bit expensive for a product such as this .	0
it has a clear blue light that allows you to see everything on the screen easily .	1
maybe it is my lack of experience , but i found shots with this camera very disappointing .	0
the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well .	0
as often mentioned , the scroll tab is average , however , not difficult to use or horrible .	1
the service from the supplier was exceptional .	1
whatever . . . on to the negatives : -touchy about charging . . . you can damage the battery and seriously decrease it 's life if you don 't upgrade the firmware or dont ' heed the advice to always plug in the player side of the cord before plugging in the outlet side .	0
creative has excellent music software , a very responsive tech support group ( they are quick on firmware updates , and make them publicly available ) , and usually a good array of accessories .	1
the sound is very nice .	1
2 . it can be operated with one hand - leaving a hand on your baby on the changing table .	1
b ) the screen is hard to read -- the cover hides it an already annoying poorly lit display	0
but i wanted to do some raised panel work and needed more power and variable speed to run the large-diameter bits .	1
also , the wma compression format is superior to mp3 , especially at lower bit rates , so i needed a player that could handle wma and integrate well with my windows xp computers .	1
the power , low noise operation , and speed control makes up for the problems i have experienced .	1
i even downloaded the product 's user manual - useless .	0
every time nomad thinks the file is corrupt the os freezes .	0
picture and video quality is ok .	1
the only problem i have is with the handle you use to open the top compartment .	0
"4- my idea was that it was an all-in-one , and that theory -once again- proves wrong , this phone ex cells at nothing , less than average in everything , if you seriously need any of the "" other than phone "" functionalists , you 'll be disappointed . . . . if you have lots of money and bought it for the love of gadgets then fine . . . . but don 't expect to get much done ."	0
the cons are n 't really a big deal to me . . . except one con that does annoy me is the way it stores files . . . no folder structure . . . and it 's based on the title of the songs . . . many of my songs where separated into folders ( on the pc ) . . . and a few had same titles . . . so i had to change the titles to make sure that i did n 't have any that might be the same as another .	0
speaking of battery , it 's removable and replaceable ! .	1
i am very pleased with the apex ad2600 . it plays just about anything you put in the drawer .	1
regarding pc software support nokia suite does not work with some versions of xp as i tried to connect my phone via infrared port on my laptop .	0
-- > will not automatically transfer songs with identical titles ( if you have live albums or greatest hits albums , this will cause you inordinate frustration ) .	0
the battery is replaceable ( a real plus ) and there is a leather case ( another real plus ) .	1
7 . mediasource did not install on my personal notebook .	0
overall , a very disappointing product .	0
the day finally arrived when i was sure i 'd leave sprint .	0
all the good reviews for the sd500 are true .	1
the locations of various buttons on one side or the other is somewhat illogical	0
the interface works great .	1
long live apple , long live macs , and long live the ipod ! .	1
the player usually plays dvd 's , but has occasional problems such as : 1 ) not recognizing a dvd 2 ) stopping a particular point in a movie every time we played it 3 ) not being able to access certain special features on a rental dvd .	0
however , the main problem that i think is the with the sound quality .	0
the headphone jack failure seems to occur just about when the warranty period is to expire .	0
the 2600 had false silver plate instead of play display .	0
the supplied headphones are hands-down better than the mediocre ipod buds .	1
it 's shorter , sleeker , more compact and fits comfortably in my small hand than the ipod . . . my nokia cell phone towers over this bad boy ! .	1
battery life is not long enough if and only if you take a lot of video clips and play it back on the camera a lot of times . . . the camera/battery gets a little bit warm too when you use it for a long time but it 's normal .	0
nothing but hassle with this company .	0
a sony erickson may be the phone for you . . . but good luck finding one w/ all the features & such a competitive price .	1
the eax settings are somewhat superfluous but not really a negative .	1
the nokia 6600 is a great phone , good games , good camera .	1
this program would not let me send outlook email or listen to audible sample books online .	0
i 'm an advocate of nokia , but this phone and the following models ( 7610 ) , are seemingly a desperate trial at squeezing as much under-engineered and experimental technologies in one sloppy phone .	0
this thing does everything but washes your dishes .	1
neat feature for self-timer allows you to record two different warnings .	1
finding a particular song ( s ) or album on the nomad jukebox is fast and easy .	1
in conclusion , this player is beautiful .	1
so , i 've had it for a month , and the headphone jack went out .	0
after reading reviews of lcd problems , cracked , black blobs etc , i figured that it was probably a very limited problem .	0
the small size is perfect for my little hands , but may perhaps be uncomfortable or awkward for a bigger person .	1
but i was ready to upgrade and when i discovered that canon was going to come out with an even smaller digital camera with a higher resolution , i had to have the s100 .	1
our special friends at creative gave this thing good sound quality , great features , long battery life , and an unbeatable price .	1
i 've searched the program and their online tech support ( worthless ) and have found no solutions .	0
its easy to use and the sheer fun of being able to use an array of nikon accessories like the telephoto and wide-angle lenses is the proverbial icing on the cake .	1
"even the "" shorter "" battery life , though , has not impaired my positive experience with the zen micro in any way ."	0
the picture quality of this camera is outstanding ( taking its ' size and price into consideration ) .	1
wow - was that disappointing and we didn 't even have it 6 months before it broke .	1
if anyone is thinking of getting an ipod mini , forget it and go with this player .	1
i can keep one hand on my baby and dump the diaper at the same time , it is that simple .	1
all of the wireless components that i bought were a breeze to set up as well .	1
"working for 10 hours with it on "" shuffle "" totally rocks ! . ! ."	1
i am impressed with this camera inside and out .	1
although , i thought it could 've been designed a bit better .	0
1 . the ability to selectively switch to raw format during record review gives you incredible more post-processing flexibility .	1
i highly recommend a nokia 6610 .	1
gets nice sound too .	1
the only disappointment so far has been battery life .	0
the little bag it comes with is cheap and useless .	0
by far this seems to be the best value out there for the money ; . if you are undecided , the creative zen micro seems to be the best choice .	1
but canon never fails to amaze .	1
the creative zen micro is a zen micro killer , not an ipod killer .	0
if you are using linux , and you want to use gprs to connect to the net , i suggest this phone along with a belkin usb bluetooth adapter .	1
the panorama modes are wonderful .	1
i still can 't believe how fast it starts up .	1
i am very pleased with its quality and durability .	1
the interface software itself , which should be user-friendly , was anything but easy-to-use .	0
the battery recharges raul fast and the recharger thingy that comes with is real nice .	1
this product is too fragile for normal use .	0
in that model the hard drive just died one morning before my class .	0
there were no other obvious setup instructions - though there was a soft copy manual , it did not give an answer readily on what do to .	0
for instance , i made several back-ups of my dvd movies using dvd-r ( w ) and + r ( w ) and it plays the dvds .	1
oh , and the screen saver feature is pretty sweet ^ _ ^	1
i did n 't abuse it , i charged it every day , but the headphone jack just sort of fizzled out .	0
the controls on the player are very simple , no need for a manual .	1
i love this camera .	1
i gave it only 3 stars due to the fact that the 1st one broke when i dropped it from a fairly short distance ( less than 2 ft ) .	0
the device looks very cool , i think ( exactly as the photos promise ) , it 's comfortable and lightweight in my jacket pocket , and the interface and controls are easy enough to navigate after a bit of practice .	1
apple has definately fulfilled its reputation in making quality equipment , and surprisingly wasn 't as expensive as its reputation normally holds .	1
tough as nails .	1
i 'm not gonna go into the features cause if you 're reading this review , you 've probably already looked at them , but i must say the dj feature if very cool and the removable battery is also a bonus ! .	1
plus , the fact that it used regular trash bags is great .	1
this camera has a major design flaw .	0
this thing seriously is a good player though .	1
i love this player .	1
the player feels very delicate , as if i 'm holding an actual hard drive .	0
other than that it meets or surpasses all of my needs and surely won 't disappoint any already established nokia phone fans .	1
when you dial a number , you 'll need to check the screen to see that the number entered is correct .	0
once it froze so bad i couldn 't even use the power button to turn it off , and had to open and take out the battery .	0
gets stinky after a few months , the seal on the piston doesn 't seal anymore .	0
i see many other reviews that say the same . . . . stay away from norton , they don 't deserve you , or anyone ! .	0
the phone can use any midi audio file as a ringtone .	1
connect the player to your computer ( via usb ) , open up mediasource , and you can listen to your stored mp3s as they stream directly from the xtra ! .	1
the cool thing about the ad-2600 it plays alot of different file like mp3 , wma cds , jpeg and kodak picture cds , dvd 's , dvd - / + r 's .	1
i finally got a free support number for norton through my usp support staff , but waited an hour or more for a voice .	0
as for bluetooth , no problems at all .	1
even when i set it to low , it 's still very hard for me to adjust the player to where and what i want it to do .	0
i give it 4-stars only because the installation process - or rather problems that may surface during the installation process - can be frustrating to the average computer user .	0
first i 'll start off by saying that this players hardware is pretty good . . .	1
you can record your voice and turn it into a ringtone .	1
you of course have some good customization options with the unit as well ( sound presets , navigating options , playlists , etc ) .	1
this camera uses a lithium battery , i find lithium batteries to be highly inconvenient ; . because what if you are on vacation , where the nearest place to buy batteries is just a gas station -- there is no way that you are going to find lithium batteries there .	0
it still fits in the palm of your hand , and it 's not heavy .	1
* slick-looking design and improved interface	1
the ! . sound quality is great .	1
i love this pail ! .	1
"the only thing i would complain about the zen xtra is that the controls are n 't as easy as the ipod 's , or as "" sexy "" looking ."	0
the highest optical zoom pictures are perfect .	1
we have never had any problems with anything like loose wipes getting stuck ( we always wrap them in the dirty diaper ) .	1
transfer through windows explorer - windows recognizes the jukebox as an additional hard disk , so it allows you to simply drag and drop files from windows explorer to a folder for the nomad .	1
the songs recorded with fm are as good as the original signal .	1
the fm radio is cool .	1
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it .	1
this is my fourth linksys product and , aside from the rough start , i 'm very satisfied with this router .	1
there seem to be fewer collisions and dropped packets as i read from the router logs than with my old dlink router .	1
a digic ii-powered image-processing system enables the sd500 to snap a limitless stream of 7-megapixel photos at a respectable clip , its start-up time is tops in its class , and it delivers decent photos when compared to its competition .	1
for one thing , the diapers always get jammed in it .	0
your choice of ten colors in a beatiful package .	1
i am getting better speeds on all my web programs .	1
its a tough one this unless you wanna drive your car over it .	1
i highly recommend this phone to anyone .	1
i found it very useful for transferring large files to another computer .	1
anted to rate the router higher than 1 star , due to its security , easy of use , etc .	1
the bass is deep and the treble is clear .	1
my friend has an ipod , and although the sound quality probably won 't meet most audiophile standards , the product itself is better than anything creative has made .	0
finally , i gave up and i purchased a router racier .	0
i love the fact i can carry it in my shirt or pants pocket and forget about it .	1
this is not a router i would suggest for a novice user , my old dlink di52 ! .	0
i 've also had the nomad zen lock-up several times .	0
sharper pictures .	1
unit took forever since the beginning to recognize and play discs .	0
very simple and painless .	1
nis 2003 worked like a charm last year .	1
reset the network , tried the connection , and it 's working like a charm .	1
creating playlists using the included software to minimize issue 3 was n 't as easy as i would have liked .	0
you can take pic of your friends and the picture will pop up when they call .	1
remote buttons are small and closely spaced , especially with the menu buttons .	0
i 've tried playing all of these discs and they all play great .	1
the nokia 6610 is a relatively new phone , and what a great phone it is .	1
i love the bluetooth ; . easy to use with a wireless abra headset .	1
they 're pretty comfortable , stay in place and deliver a decent audio quality .	1
the total price with delivery ( free shipping ) was $135 ! .	1
power for the tech-savvy , ease of use for the less fortunate .	1
it 's low profile , space saving design looks nice .	1
b . fast mediasource cd ripping - takes about 40 seconds for a cd on my pentium 4 pc ( 2 . 4 hz with 1gb ram ) with 52x drive .	1
what the hell is wrong with this thing .	0
after less than 24 hours it turned out to be a huge disappointment , for myself and for my parents , for whom it was a gift .	0
the phone also sports an image gallery ( with option camera attachment ) , a calendar / organizer , alarm clock with snooze , fm radio ( way cool , even if it is just through an ear-peice ) , games , java applications and gprs high-speed internet connection .	1
the g3 has a different type of battery charging system from the smaller canon cameras : the battery needs to be charged while in the camera , but the charging system also enables you to use the camera while plugged in without running down the battery .	1
4 mp gives you room for the future gaining experience ; . cost offsets over time from wanting more in a camera , 3x optical and the fact that it carries nikon 's quality reputation behind it make the whole package prove itself worth wile at the price .	1
i find the lack of entertaining games on this phone quite disturbing .	0
it comes with a rechargable battery that does not seem to last all that long , especially if you use the flash a lot .	0
it barely holds anything and mine just puts a bunch of thread fuzzes all over the player , because the bag is cheap and seems to be coming apart .	0
like other reviewers , installation was hell .	0
we use the cheap $1 . 99 13 gallon vanilla scented bags from the grocery store but you can use any bag you have laying around .	1
"there 's even an equalizer ( under "" settings "" ) that allows you to adjust the sound for acoustic , bass booster , bass reducer , classical , dance , "" deep "" , and electronic ."	1
unfortunately , creative offered scant few pages of instruction , which meant that i was on own from the outset .	0
i have stored 40 audio cds and i still have close to 2 . 8 gb free .	1
there were a few attractive features , such as the small size and the layout of the remote .	1
frankly , i think this is one of the niftiest pieces of hardware i 've ever used .	1
the zoom lens unit feels fragile and it is worth buying a good camera bag if you are going put to carry it round a lot .	0
the only main drawback is the fact that the voice-dialing system is kinda picky .	0
it seems like you need to park yourself right next to a radio tower for the micro to pull in a strong sound .	0
the macro mode is exceptional , the pictures are very clear and you can take the pictures with the lens unbelievably close the subject .	1
the subscription files are still a little slower to transfer , but it 's only by about 10% or so .	0
if you are already using a previous version of nortron security and uni stalled it to install the new version , you will still have all kind of problems in installing the new version on your system ! .	0
its also smaller , and gets more looks .	1
i have shopped with amazon before and have been very happy with their performance thus far .	1
the internet functions of the phone - wap and gprs - will only work through t-mobile 's services , because they have deleted the menu options that would enable you to configure the phone to be used on a different network .	0
1 no direct firewire to the camera .	0
2 the camera is so small that when you attach some lenses i have the 19mm wide-angle -- wc-e 68 , the optical viewfinder is partially obscured .	0
creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices .	1
additionally , it has more fun stuff like more tones , wallpapers , screen saver , stop clock , alarm , java applications ( chess , currency converter etc . )	1
the size of the camera is perfect .	1
"the diaper champ turns the smelly diaper into "" what diaper smell "" in less time than that ."	1
when the router is working it is a very nice machine for the money .	1
deficiencies with zennx are easily overcome with 3rd-party earphones ( $ 20 + ) and software ( $ 25 ) .	0
) button sensitivity : even reduced to the lowest sensitivity setting , the buttons are far two sensitive , really takes some getting use to , and even then , it is still too sensitive .	0
even though i have the parental controls off it constantly starts updating them then freezes my computer .	0
i would have given this phone 5 stars if it wasn 't for the fact that i would rather use my 3330 to do all the most common things you do with a phone .	1
naturally i did quite a bit of review before purchasing ( i recommend www . no madness . net ) , and price-wise zens are unbeatable .	1
"the unit seems to play all formats that i have put in it ( jpeg , kodak pic 's and dvd-r ) i have read other reviews and some good and so om not so good , but my feeling at this time is "" two thumbs up "" ! ."	1
the case is strong and stylish , but unfortunately lacks a window ( now a big deal ) .	0
huge storage space - even at 320kbs , you can store a ton of songs on this thing .	1
the only complaint i have is that when you push in the scroll wheel to select , you have to push straight in or it sticks .	0
2 . despite most reviewers giving kudos to the zen for music quality , i experienced a flaw using eax .	0
a decent camera phone for taking quick pictures , movies , and having general all around fun with .	1
i tried e-mailing apex and they come back saying undeliverable .	0
but this is * not documented * in the zen manual - neither the hard copy nor the cd version .	0
but , for the money it is a good machine .	1
- large easy readable screen	1
with the enormous numbers of diapers that you go through with a newborn , it was great how easy it was to dispose of the dirty ones .	1
it also works just fine for international calls .	1
it looks very cool , and seems quite small to me and very light .	1
we also had a problem with diaper wipes getting caught when the top was flipped .	0
the cut-outs for the controls is not thought out as there is too much material in the way to adequately access the controls , especially the scroll wheel .	0
great quality picture and features .	1
same story as everybody else when trying to get service from apex - nothing .	0
i did notice if you turn the phone on and off the os takes a bit to load up and initially the menus are slower but once the phone has been on and booted up the menus are reasonably quicker .	1
